horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Alvaro","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","40","0","McNamara, Conor","8.50","McNamara, E","160","119","0",,
"Ashington","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","13","0","Midgley, Tom","22.00","Walford, Mark","168","124","0",,
"Astigar (FR)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","606","0","Gillard, Fergus","5.50","Pipe, D E","159","118","0",,
"Ballyadam Destiny","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","13","0","King, D","28.00","Hogan, Denis Gerard","164","123","0",,
"Brazos (USA)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","198","0","OSullivan, Mr M J M","50.00","Murphy, John Joseph","168","124","0",,
"Cheng Gong","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","3","0","Armson, Philip","66.00","King, N B","146","102","0",,
"Cluain Aodha (IRE)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","16","0",,"0.00","King, N B","147","103","0",,
"Dont Doubt Me (IRE)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","42","0","OSullivan, James","20.00","Rothwell, P J","147","103","0",,
"Ellaat","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","11","0","Byrnes, Mr P","25.00","Kelly, Noel C","164","120","0",,
"Enki Flacke (FR)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","124","0","Ewing, Sam","4.50","Elliott, Gordon","163","122","0",,
"Fine Casting (IRE)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","272","0","Morgan, Luca","5.50","Pauling, Ben","160","119","0",,
"Hardy Boy (FR)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","15","0","Morgan, Mr Beau","10.00","Pauling, Ben","144","108","0",,
"Harry Dalene (FR)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","13","0","Lambert, Finn","33.00","Jeffreys, D J","143","102","0",,
"Hector Javilex (FR)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","35","0","Pinchin, Miss L M","7.50","Longsdon, C E","164","123","0",,
"Hurricane Harvey","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","19","0","Hogan, Mr J","16.00","OBrien, Fergal","159","121","0",,
"Land Of My Delight (IRE)","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","39","0","Bellamy, Mr A","40.00","Jeffreys, D J","136","98","0",,
"Nietzsche","13:10:00","2022-11-11","Cheltenham","National Hunt","Handicap Hurdle","2m5f ","21","Good","19","Class 3","20","0","Smith-Chaston, Emma","14.00","Ellison, B","162","118","0",,
