horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Buy The Dip","14:20:00","2023-09-11","Brighton","Flat (Turf)","Handicap","1m ","8","Good","5","Class 6","8","0","Catton, Luke","2.50","Boyle, J R","130","56","2",,
"Coloane (IRE)","14:20:00","2023-09-11","Brighton","Flat (Turf)","Handicap","1m ","8","Good","5","Class 6","24","0","Davies, Harry","3.50","Jarvis, W","134","60","4",,
"Free Step (IRE)","14:20:00","2023-09-11","Brighton","Flat (Turf)","Handicap","1m ","8","Good","5","Class 6","21","0","Fraser, Kaiya","7.00","Eustace, Harry","132","56","5",,
"Goose Rock (IRE)","14:20:00","2023-09-11","Brighton","Flat (Turf)","Handicap","1m ","8","Good","5","Class 6","30","0","Tracey, Adam","8.00","Ryan, J","125","58","1",,
"Uncle Dick","14:20:00","2023-09-11","Brighton","Flat (Turf)","Handicap","1m ","8","Good","5","Class 6","4","0","Nicholls, Mia","1.75","Houghton, Eve Johnson","135","59","3",,
"Compton Bay","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","14","0","Bishop, Charles","12.00","Houghton, Eve Johnson","131","0","6",,
"Gregorina (IRE)","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","No Prev","0","Murphy, Oisin","7.00","Chapple-Hyam, P W","128","0","2",,
"Happy Place (IRE)","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","24","0","Turner, Hayley","7.00","Eustace, Harry","128","0","7",,
"Majolica","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","12","0","Davies, Harry","28.00","Balding, A M","126","0","3",,
"Medician Star (IRE)","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","No Prev","0","Crouch, Hector","6.50","Bell, M L W","133","0","5",,
"Miguel (IRE)","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","14","0","Marquand, Tom","0.50","Channon, Jack","131","0","4",,
"Something To Do","14:55:00","2023-09-11","Brighton","Flat (Turf)","Maiden","7f ","7","Good","7","Class 5","28","0","Shepherd, Callum","50.00","Boughey, George","131","0","1",,
