horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bama Lama","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","35","0","Carson, William","5.00","Millman, B R","119","49","2",,
"Boom The Groom (IRE)","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","22","0","Fisher, Jonathan","33.00","Carroll, A W","128","63","4",,
"Doc Sportello (IRE)","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","21","0","Phillips, Mollie","12.00","Carroll, A W","126","59","7",,
"Gatwick Kitten (USA)","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","64","0","Norton, Francis","7.00","Stronge, Ali","119","49","8",,
"Lethal Angel","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","22","0","Greatrex, Thomas","3.00","Johnson, B R","135","65","6",,
"Mary Of Modena","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","29","0","Havlin, Robert","4.50","Attwater, M J","135","65","9",,
"Moveonup (IRE)","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","22","0","Osborne, Saffie","28.00","Kelleway, Miss Gay","113","46","3",,
"Secret Handsheikh","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","13","0","Queally, T P","3.50","Gallagher, J","135","65","5",,
"Willingly","13:33:00","2022-10-04","Brighton","Flat (Turf)","Handicap","5.5f ","5.5","Soft","9","Class 6","26","0","Heard, Tyler","9.00","Usher, M D I","132","65","1",,
"Beauld As Brass","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","29","0","Whelan, Trevor","3.00","Baker, George","134","54","7",,
"Chinthurst","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","36","0","Cosgrave, Pat","12.00","Boyle, J R","134","54","2",,
"Eight Mile (IRE)","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","14","0","Sayette, B D L","3.33","Scott, George","133","56","4",,
"Greavsie (IRE)","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","9","0","Osborne, Saffie","3.00","Osborne, J A","140","63","3",,
"Larrsen","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","32","0","Queally, T P","9.00","Moore, G L","137","57","8",,
"Mr Postman","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","9","0","Carson, William","40.00","West, Adam","126","46","1",,
"Primrose Way","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","27","0","Clutterbuck, Rhys","40.00","Madgwick, M","125","45","5",,
"War Chant (IRE)","14:08:00","2022-10-04","Brighton","Flat (Turf)","Handicap Nursery","7f ","7","Soft","8","Class 6","28","0","Probert, David","4.00","Guest, Rae","130","50","6",,
"Atwixaday","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","No Prev","0","Queally, T P","33.00","Moore, G L","133","0","4",,
"Bear Force (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","17","0","Crouch, Hector","20.00","Portman, J G","133","0","5",,
"Blindedbythelights (GER)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","10","0","Keenan, Darragh","40.00","Prescott, Sir Mark","133","0","10",,
"Bonkersinabundance (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","No Prev","0","Mitchell, Jack","5.50","Varian, Roger","126","0","9",,
"Dagmar Run (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","10","0","Shepherd, Callum","5.50","Simcock, D M","133","0","3",,
"Royal Athena","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","39","0","Probert, David","11.00","Ward, Tom","126","0","2",,
"Sigmund (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","29","0","Sayette, B D L","3.33","Foy, Kevin","130","0","6",,
"Strawberry Belle (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","18","0","Steward, Louis","1.88","Owens, Patrick","126","78","1",,
"Style Of Life (IRE)","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","No Prev","0","Osborne, Saffie","22.00","Osborne, J A","125","0","8",,
"Tessa","14:43:00","2022-10-04","Brighton","Flat (Turf)","Maiden","7f ","7","Soft","10","Class 4","38","0","ONeill, Dane","9.00","Hannon (Jnr), Richard","128","70","7",,
"Artisand (IRE)","15:18:00","2022-10-04","Brighton","Flat (Turf)","Maiden","1m ","8","Soft","9","Class 5","No Prev","0","Norton, Francis","4.50","Johnston, M","133","0","2",,
"Cinq Douzaine","15:18:00","2022-10-04","Brighton","Flat (Turf)","Maiden","1m ","8","Soft","9","Class 5","No Prev","0","Bass, George","14.00","Channon, M R","125","0","4",,
"Dees Dream (IRE)","15:18:00","2022-10-04","Brighton","Flat (Turf)","Maiden","1m ","8","Soft","9","Class 5","13","0","Carson, William","28.00","Attwater, M J","128","0","3",,
"Do It For Love","15:18:00","2022-10-04","Brighton","Flat (Turf)","Maiden","1m ","8","Soft","9","Class 5","9","0","Keenan, Darragh","6.00","Ryan, J","128","0","9",,
