horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bardenstown Lad","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","53","0","Torrens, Simon","2.50","McConnell, John C","156","0","0",,
"Haute Estime (IRE)","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","42","0","Fox, Derek R","1.88","Russell, Miss Lucinda V","149","130","0",,
"Indigo Breeze (FR)","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","43","0","Bowen, Sean P","2.50","Elliott, Gordon","156","136","0",,
"Mister Coffey (FR)","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","219","0",,"0.00","Henderson, N J","156","140","0",,
"Red As Rust (IRE)","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","24","0","Hayes, Brian","22.00","Slevin, Nigel","149","0","0",,
"The Real Whacker (IRE)","13:10:00","2022-11-13","Cheltenham","National Hunt","Novices Chase","3m.5f ","24.5","Good","5","Class 2","22","0","Sheehan, Gavin","7.50","Neville, Patrick","156","136","0",,
"Daly Tiger (FR)","13:45:00","2022-11-13","Cheltenham","National Hunt","Chase","2m ","16","Good","3","Grade 2","15","0","Wedge, Adam","16.00","Morgan, Miss Laura","158","145","0",,
"Edwardstone","13:45:00","2022-11-13","Cheltenham","National Hunt","Chase","2m ","16","Good","3","Grade 2","218","0",,"0.00","King, A","161","161","0",,
"Ganapathi (FR)","13:45:00","2022-11-13","Cheltenham","National Hunt","Chase","2m ","16","Good","3","Grade 2","85","0","Sheehan, Gavin","16.00","Neville, Patrick","158","142","0",,
"Nube Negra (SPA)","13:45:00","2022-11-13","Cheltenham","National Hunt","Chase","2m ","16","Good","3","Grade 2","204","0","Skelton, Harry","0.05","Skelton, Daniel","164","165","0",,
"Sizing Pottsie (FR)","13:45:00","2022-11-13","Cheltenham","National Hunt","Chase","2m ","16","Good","3","Grade 2","20","0",,"0.00","Pipe, D E","164","153","0",,
"Back On The Lash","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","51","0","Bowen, Sean P","5.00","Keighley, M","153","137","0",,
"Does He Know","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","22","0","Bass, David","4.50","Bailey, K C","168","152","0",,
"Domaine De LIsle (FR)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","17","0","Hughes, Brian","12.00","Curran, S","151","135","0",,
"Dominateur (FR)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","591","0","Sheehan, Gavin","22.00","Pauling, Ben","143","127","0",,
"Evas Oskar (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","22","0","Johns, Alan","8.00","Vaughan, Tim","155","139","0",,
"Fantastikas (FR)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","225","0","Twiston-Davies, Sam","3.33","Twiston-Davies, N A","158","142","0",,
"Forgot To Ask (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","37","0","Burke, Jonathan","11.00","George, T R","146","130","0",,
"Forza Milan (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","21","0","Brouder, Gavin","18.00","Nash, J A","143","132","0",,
"Indy Five (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","21","0","Sheppard, Stan","25.00","Dennis, David","148","132","0",,
"Mighty Thunder","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","190","0","Fox, Derek R","16.00","Russell, Miss Lucinda V","160","144","0",,
"Ramses De Teillee (FR)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","295","0",,"0.00","Pipe, D E","153","137","0",,
"Slipway (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","205","0",,"0.00","Pauling, Ben","149","133","0",,
"The Mighty Don (IRE)","14:20:00","2022-11-13","Cheltenham","National Hunt","Handicap Chase","3m3.5f ","27.5","Good","11","Class 1","37","0","Davies, James","8.00","Gifford, N J","146","130","0",,
"A Different Kind (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","21","0","Hughes, Brian","8.00","McCain Jnr, D","162","136","0",,
"Castel Gandolfo (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","10","0",,"0.00","OBrien, Fergal","146","120","0",,
"Cormier (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","50","0","Bromley, Ben","16.00","Ellison, B","157","138","0",,
"Current Mood","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","21","0",,"0.00","Williams, Evan","153","127","0",,
"Dads Lad (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","22","0","Hayes, Brian","6.50","Mullins, W P","154","128","0",,
"First Impression (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","32","0","Garritty, Billy","20.00","Quinn, J J","150","124","0",,
"Gin Coco (FR)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","29","0","Burke, Jonathan","4.00","Fry, Harry","157","131","0",,
"Harbour Lake (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","29","0","Cannon, Tom J","10.00","King, A","161","135","0",,
"I Like To Move It","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","240","0","Twiston-Davies, Sam","7.50","Twiston-Davies, N A","168","142","0",,
"Mark Of Gold","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","27","0","Houlihan, Niall F","18.00","Moore, G L","147","124","0",,
"Ngolo (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","190","0","Sheehan, Gavin","28.00","Neville, Patrick","163","137","0",,
"Nina The Terrier (IRE)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","15","0","Bellamy, Tom","16.00","King, A","157","131","0",,
"Playful Saint (FR)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","18","0",,"0.00","Skelton, Daniel","151","125","0",,
"Severance","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","35","0","Woods, K K","10.00","Pauling, Ben","155","129","0",,
"Sonigino (FR)","14:55:00","2022-11-13","Cheltenham","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","13","Class 1","18","0","Cobden, Harry","8.00","Nicholls, P F","159","133","0",,
