horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bailey Gate (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","22","0","Dobbs, Pat","8.00","Hannon (Jnr), Richard","128","0","7",,
"Buccabay (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","22","0","Bishop, Charles","6.50","Houghton, Eve Johnson","128","0","10",,
"Expert Agent","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","60","0","Fahy, J P","10.00","Cox, C G","128","0","1",,
"Hiatus (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","36","0","Sousa, Silvestre De","25.00","Allen, C N","128","0","9",,
"Lightening Zebo (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","No Prev","0","Shepherd, Callum","80.00","Deacon, Geoffrey","128","0","3",,
"Molly Mays Hope (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","13","0","Cosgrave, Pat","10.00","Evans, P D","128","0","5",,
"Monopolise","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","63","0","Kingscote, Richard","50.00","Walker, Ed","128","0","6",,
"Mustajaab","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","No Prev","0","Edmunds, Lewis","12.00","Muir, W R & Grassick, C","128","0","11",,
"Never Just A Dream (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","No Prev","0","Moore, Ryan","4.00","Mohammed, Ismail","128","0","2",,
"Piccadilly Circus (IRE)","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","No Prev","0","Marquand, Tom","5.50","Haggas, W J","128","0","8",,
"Syndicated","13:55:00","2022-07-22","Ascot","Flat (Turf)","Maiden","6f ","6","Good To Firm","11","Class 3","82","0","Crowley, Jim","2.75","Balding, A M","128","0","4",,
"Aunt Violet (USA)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","22","0","Kingscote, Richard","2.75","Walker, Ed","128","0","6",,
"Clochette (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","22","0","Atzeni, Andrea","0.83","Balding, A M","128","0","11",,
"Connie C","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Egan, John","80.00","Moore, J S","128","0","10",,
"Ellexis (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Rooke, George","40.00","Teal, R A","128","0","4",,
"Giddy Aunt","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Mitchell, Jack","80.00","Portman, J G","128","0","3",,
"Goodwood Vision","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Marquand, Tom","14.00","Menuisier, David","128","0","7",,
"Kanawha","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Bishop, Charles","16.00","Channon, M R","128","0","9",,
"Lake Eloise (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","27","0","Ghiani, Marco","40.00","Hills, Charles","128","0","5",,
"Quantum Light (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Moore, Ryan","6.50","Beckett, R M","128","0","8",,
"Starmas (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","15","0","Dobbs, Pat","50.00","Hannon (Jnr), Richard","128","0","2",,
"Sweet Harmony (IRE)","14:30:00","2022-07-22","Ascot","Flat (Turf)","Novices","6f ","6","Good To Firm","11","Class 3","No Prev","0","Crowley, Jim","18.00","Spencer, Richard","128","0","1",,
"Baileys Derbyday","15:05:00","2022-07-22","Ascot","Flat (Turf)","Handicap","2m ","16","Good To Firm","5","Class 3","16","0","Sousa, Silvestre De","5.00","Johnston, M","130","77","4",,
"Mancini","15:05:00","2022-07-22","Ascot","Flat (Turf)","Handicap","2m ","16","Good To Firm","5","Class 3","27","0","Moore, Ryan","7.50","Williams, Ian","125","72","3",,
"Mostly Cloudy (IRE)","15:05:00","2022-07-22","Ascot","Flat (Turf)","Handicap","2m ","16","Good To Firm","5","Class 3","21","0","Marquand, Tom","0.67","Tutty, Gemma","124","86","1",,
"Single (IRE)","15:05:00","2022-07-22","Ascot","Flat (Turf)","Handicap","2m ","16","Good To Firm","5","Class 3","14","0","Bass, George","12.00","Channon, M R","125","77","5",,
"Speedo Boy (FR)","15:05:00","2022-07-22","Ascot","Flat (Turf)","Handicap","2m ","16","Good To Firm","5","Class 3","55","0","Kingscote, Richard","8.00","Williams, Ian","142","89","2",,
"Commonsensical","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","13","0","Davies, Harry","2.75","Palmer, Hugo","130","92","1",,
"Jeremiah","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","20","0","Marquand, Tom","10.00","King, A","136","93","6",,
"Juan De Montalban (IRE)","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","38","0","Mitchell, Jack","3.33","Foy, Kevin","142","99","4",,
"Merlins Beard","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","41","0","Rooke, George","5.50","Hughes, Richard","129","86","5",,
"Protected Guest","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","38","0","Queally, T P","22.00","Margarson, G G","137","94","3",,
"The Whipmaster (IRE)","15:40:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","6","Class 2","27","0","Moore, Ryan","1.75","Moore, G L","132","89","2",,
"Alazwar (IRE)","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","90","0","Hampson, Brodie","5.00","Watson, Archie","149","85","3",,
"Animal Instinct","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","41","0","Stevens, Miss A","18.00","Williams, Ian","138","77","4",,
"Carnival Zain","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","14","0","Smith, Becky","3.33","Hammond, Micky","142","78","6",,
"Fieldsman (USA)","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","14","0","Bowen, Miss S L","9.00","Carroll, A W","133","72","2",,
"Global Esteem (IRE)","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","14","0","Wingrove, Megan","4.50","Gallagher, J","141","82","1",,
"Lord P","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","67","0","Obrien, Miss Fern","3.33","OBrien, Fergal","136","75","8",,
"Spirited Guest","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","14","0","Margarson, Rosie","10.00","Margarson, G G","142","83","7",,
"Trais Fluors","16:15:00","2022-07-22","Ascot","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 3","7","0","Stevens, Miss S","11.00","Channon, M R","142","83","5",,
"Al Azhar (IRE)","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","30","0","Moore, Ryan","2.25","Tregoning, M P","128","77","6",,
"Awesome Dancer (IRE)","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","41","0","Cosgrave, Pat","33.00","Baker, George","126","75","9",,
"Buxted Reel (IRE)","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","28","0","Atzeni, Andrea","16.00","Williams, Ian","119","68","8",,
"Fairmac","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","14","0","Sousa, Silvestre De","12.00","Johnston, M","141","79","4",,
"Love Mystery","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","104","0","Davies, Harry","11.00","Balding, A M","119","73","3",,
"Monets Sunrise","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","42","0","Dobbs, Pat","20.00","Hannon (Jnr), Richard","127","76","2",,
"Mr Big Stuff","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","48","0","Crowley, Jim","2.25","Spencer, Richard","132","81","5",,
"Percys Pride (IRE)","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","23","0","Shepherd, Callum","14.00","Knight, W J","142","80","10",,
"Saratoga Gold","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","21","0","Kingscote, Richard","16.00","Hills, Charles","140","78","1",,
"Tidal Storm","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","35","0","Marquand, Tom","7.50","Walker, Ed","122","71","7",,
"True Courage","16:50:00","2022-07-22","Ascot","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","11","Class 4","22","0","Hogan, D E","9.00","Bell, M L W","139","77","11",,
"Cuban Breeze","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","21","0","Cosgrave, Pat","12.00","Evans, P D","139","80","3",,
"Glamorous Breeze","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","8","0","Catton, Luke","3.33","Mason, Christopher","128","74","1",,
"Havagomecca","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","21","0","Marquand, Tom","6.50","Dods, M","136","77","6",,
"Little Miss Dynamo (IRE)","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","13","0","Davies, Harry","8.50","Palmer, Hugo","130","80","7",,
"Love Trophy Power","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","9","0","Atzeni, Andrea","2.25","Varian, Roger","132","77","5",,
"Lucky Ava","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","36","0","Bishop, Charles","9.00","Allen, C N","137","78","4",,
"Rattling","17:25:00","2022-07-22","Ascot","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 4","66","0","Dobbs, Pat","5.50","Hannon (Jnr), Richard","128","73","2",,
"Alyara","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","17","0","Cox, William","11.00","Flint, J L","133","62","3",,
"Blue Hero (CAN)","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","11","0","Heard, Tyler","12.00","Wintle, A","136","65","6",,
"Bolly Bullet (IRE)","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","24","0","Keniry, L P","28.00","Oshea, J G M","142","68","2",,
"Fitzrovia","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","16","0","Morris, Luke","14.00","De Giles, Ed","135","61","5",,
"Greg The Great","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","16","0","Downing, George","2.25","Houghton, Eve Johnson","130","64","8",,
"King Of War","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","24","0","Clutterbuck, Rhys","2.00","Dunn, Mrs Alex","131","68","4",,
"Letter Of The Law (IRE)","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","14","0","Phillips, Mollie","10.00","Oshea, J G M","126","65","7",,
"Sir Plato (IRE)","18:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","1m ","8","Good To Firm","8","Class 5","24","0","Coakley, Ross","6.50","Millman, B R","144","70","1",,
"Chetan","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","9","0","Morris, Luke","8.50","Carroll, A W","135","45","1",,
"Chifa (IRE)","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","2","0","Clutterbuck, Rhys","1.25","De Giles, Ed","137","51","4",,
"Grandstand (IRE)","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","8","0","Hutchinson, Callum","10.00","Price, R J","130","43","5",,
"Luscifer","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","32","0","Carson, William","9.00","Harris, R A","135","43","7",,
"Mayson Mount","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","42","0","Marsh, Finley","5.00","Wintle, A","135","46","6",,
"Productive (IRE)","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","23","0","Keniry, L P","50.00","Kittow, W S","135","42","3",,
"Sydney Blues (IRE)","18:35:00","2022-07-22","Chepstow","Flat (Turf)","Non-Handicap","1m ","8","Good To Firm","7","Class 6","17","0","Williams, Isabel","4.00","Williams, Evan","130","50","2",,
"Amathus (IRE)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","15","0","Osborne, Saffie","3.00","Chamings, P R","132","60","3",,
"Diamond Cottage","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","14","0","Carson, William","2.75","Saunders, M S","129","54","1",,
"Iconic Knight (IRE)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","8","0","Cox, William","2.50","Carroll, A W","132","60","6",,
"Lilandra (FR)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","7","0","Keeley, Aidan","5.00","Flint, J L","122","52","5",,
"Luxy Lou (IRE)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","59","0","Heard, Tyler","10.00","Wintle, A","126","54","7",,
"Monaajez (USA)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","10","0","Clutterbuck, Rhys","12.00","Dunn, Mrs Alex","134","62","4",,
"Tahonta (IRE)","19:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","7","Class 6","87","0","Reed, Sophie","14.00","Tuite, Joseph","119","51","2",,
"Atlantic Heart (IRE)","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","14","0","Keniry, L P","3.50","Kubler, Daniel","137","62","8",,
"Becoming (IRE)","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","11","0","Heard, Tyler","9.00","Stephens, Robert","118","46","1",,
"Connies Rose","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","8","0","Hutchinson, Callum","2.50","Harris, Miss G","131","61","7",,
"Darcys Rock","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","8","0","Cox, William","8.00","Davis, D J S Ffrench","118","46","6",,
"Delahoussaye (IRE)","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","15","0","Osborne, Saffie","9.00","Orourke, Brian","127","55","3",,
"Night Traveller","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","22","0","Morris, Luke","7.50","Carroll, A W","133","58","4",,
"Ravi Road (IRE)","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","8","0","Bennett, Charlie","4.50","Usher, M D I","124","49","5",,
"Tempus Fugit","19:35:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","7f ","7","Good To Firm","8","Class 6","30","0","Currie, Nicola","66.00","Mulholland, N P","121","46","2",,
"Amor de Mi Vida (FR)","20:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 5","6","0","Fisher, Taylor","2.50","Watson, Archie","140","77","4",,
"Cherish (FR)","20:05:00","2022-07-22","Chepstow","Flat (Turf)","Handicap","5f ","5","Good To Firm","7","Class 5","160","0","Phillips, Mollie","10.00","Carroll, A W","137","72","1",,
