horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"But I Wont Do That (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","13","0","Doyle, R A","150.00","Kelly, Muredach","153","0","0",,
"Cedar Rapids (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","53","0","Mulcahy, Shane","33.00","Hogan, Denis Gerard","146","0","0",,
"Celine Man (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","3","0",,"0.00","Fahey, Mark","146","0","0",,
"College Causeway (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","27","0",,"0.00","McConnell, John C","153","0","0",,
"Down The Road (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","38","0",,"0.00","Martin, A J","146","0","0",,
"Elle Dorado Rock (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","34","0","Carberry, Peter","125.00","Martin, A J","153","0","0",,
"Igraine (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","8","0","Slevin, J J","1.50","OBrien, Joseph Patrick","154","0","0",,
"Ishan (FR)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","3","0","Enright, P T","50.00","Curling, S","153","0","0",,
"Luck Of The Irish (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","No Prev","0","Walsh, E","40.00","OSullivan, Eugene M","148","0","0",,
"Mr Social (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","24","0","McDonagh, Mark M","80.00","Griffin, Eoin","146","0","0",,
"Must Meet Cecil (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","45","0",,"0.00","Brown, Miss Katy","153","0","0",,
"Open The Gate (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","No Prev","0","Sexton, K C","16.00","Fahey, Peter","153","0","0",,
"Putemunderpressure (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","No Prev","0","Walsh, M P","11.00","Bolger, E","153","0","0",,
"Rock Ya Boy Ya (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","45","0","OHanlon, P J","2.00","Casey, Francis","148","0","0",,
"Tammany Hall (IRE)","14:00:00","2022-05-15","Killarney","National Hunt","Maiden Hurdle","2m1f ","17","Good","15","Ire","205","0","McInerney, Donal J","50.00","OBrien, Joseph Patrick","161","0","0",,
