horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Apples Destiny","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","181","0","Mania, Ryan","100.00","Smith, R Michael","149","0","0",,
"Baby Evie (IRE)","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","No Prev","0","Jones, Charlotte","40.00","Moffatt, James","151","0","0",,
"Hard As Nails","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","16","0","Hogan, Mr J","4.00","OBrien, Fergal","158","106","0",,
"Jumping Susie (IRE)","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","30","0",,"0.00","McConnell, John C","161","107","0",,
"Letterston Lily","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","26","0","Bowen, Sean P","3.50","Bowen, Peter / Michael","149","0","0",,
"Nellie Bluesky","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","46","0",,"0.00","Whillans, Ewan","161","0","0",,
"Not Now Nathaniel","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","22","0","Hughes, Brian","0.62","McCain Jnr, D","161","114","0",,
"Raincloud","13:30:00","2024-06-30","Cartmel","National Hunt","Novices Hurdle","2m1f ","17","Good","6","Class 4","15","0","Kavanagh, Peter J","100.00","Chapman, M C","146","0","0",,
"Accidental Rebel","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","15","0","Fox, Derek R","40.00","Kerr, L","166","115","0",,
"Alqamar","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","34","0","ONeill, Jonjo (Jr)","18.00","Moffatt, James","158","107","0",,
"Balally Park (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","117","0","Chapman, Ross","28.00","Menzies, Rebecca","158","107","0",,
"Boomslang","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","2","0",,"0.00","Menzies, Rebecca","164","113","0",,
"Ciel De Neige (FR)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","34","0","McLernon, R P","7.00","Haslam, B M R","166","115","0",,
"City Derby (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","32","0","Quinlan, Sean","3.50","Quinlan, Elizabeth","150","99","0",,
"Clonbury Bridge (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","61","0","Donoghue, K M","12.00","Dempsey, J P","163","112","0",,
"Faithfulflyer (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","24","0","Mania, Ryan","6.00","Thomson, A M","165","114","0",,
"Lone Star","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","16","0","Williamson, Joseph","22.00","Kirby, P A","153","105","0",,
"Our Sam","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","34","0","Noreci, Miss Leah","10.00","Moffatt, James","158","117","0",,
"Solly Attwell (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","46","0","Gainford, Mr J C","6.50","Collins, C M","160","109","0",,
"Tupelo Mississippi (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","16","0","Nichol, Craig","28.00","Ellison, B","166","115","0",,
"Vocal Duke (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","32","0","McMenamin, Daniel","7.00","Moffatt, James","156","105","0",,
"Wheres Bunny (IRE)","14:00:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m6f ","22","Good","13","Class 4","288","0","Jones, Charlotte","10.00","Moffatt, James","154","106","0",,
"Balkotic (FR)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","40","0","Smith-Chaston, Emma","7.50","Hammond, Micky","152","92","0",,
"Famous Response (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","15","0","Bewley, Jonathon","25.00","Bewley, G T","150","87","0",,
"Jimlis Cave (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","65","0","Hughes, Brian","16.00","Watson, R K","154","91","0",,
"Lets Do This (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","185","0","Gainford, Mr J C","8.00","Collins, C M","165","102","0",,
"Native Fighter (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","34","0","McMenamin, Daniel","11.00","Moffatt, James","157","94","0",,
"Pateen (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","34","0","Anderson, Mr A","5.50","Bedi, Miss J","151","93","0",,
"Rumble B (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","29","0","Thompson, Joshua","4.50","Landy, Justin","147","91","0",,
"Saint Bibiana (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","25","0","Bowen, Sean P","3.50","Nicholls, Georgina","168","105","0",,
"Secret Secret (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","34","0","Jones, Charlotte","5.50","Moffatt, James","151","91","0",,
"Starlyte (IRE)","14:35:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","3m1.5f ","25.5","Good","9","Class 5","2","0",,"0.00","Russell, Miss Lucinda V","156","93","0",,
"A Law Of Her Own (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","23","0","Palin, Miss H","8.50","Skelton, Daniel","155","122","0",,
"Book of Secrets (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","29","0","McMenamin, Daniel","12.00","Moffatt, James","142","102","0",,
"Elogio (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","68","0","Quinlan, Sean","25.00","Quinlan, Elizabeth","155","115","0",,
"Fiveonefive (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","27","0","Gainford, Mr J C","9.00","Collins, C M","168","128","0",,
"Hurricane Ali (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","32","0","Jones, Charlotte","10.00","Moffatt, James","160","123","0",,
"Je Tai Porte (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","20","0","Bowen, Sean P","4.50","Cromwell, Gavin Patrick","158","118","0",,
"King Otis (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","12","0","Cobden, Harry","8.50","Owen, J P","142","102","0",,
"Luttrell Lad (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","50","0","Sheppard, Stan","5.50","Lacey, T","167","127","0",,
"Nayati (FR)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","111","0","Hughes, Brian","18.00","McCain Jnr, D","165","125","0",,
"Petit Tonnerre (FR)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","44","0","ONeill, Jonjo (Jr)","7.00","ONeill, Jonjo and AJ","168","128","0",,
"Scots Poet","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","45","0","Nichol, Craig","14.00","Whillans, Ewan","152","112","0",,
"Well Educated (IRE)","15:10:00","2024-06-30","Cartmel","National Hunt","Handicap Hurdle","2m1f ","17","Good","12","Class 2","15","0","Bewley, Jonathon","12.00","Bewley, G T","157","117","0",,
"Arthurs Quay (IRE)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","34","0","McLernon, R P","8.50","Haslam, B M R","155","130","0",,
"Bella Bliss (IRE)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","21","0","Cobden, Harry","4.50","McConnell, John C","143","118","0",,
"Charlie Uberalles","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","36","0","McMenamin, Daniel","3.00","Sayer, Mrs Dianne","143","118","0",,
"Coqolino (FR)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","36","0","Houlihan, Niall F","20.00","Haslam, B M R","150","125","0",,
"Final Orders","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","22","0","Donoghue, K M","8.50","Cromwell, Gavin Patrick","168","143","0",,
"Francky Du Berlais (FR)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","21","0","Bowen, Sean P","8.00","Bowen, Peter / Michael","157","132","0",,
"Ganapathi (FR)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","21","0","Mania, Ryan","11.00","Thomson, A M","145","120","0",,
"Glory And Honour (IRE)","15:45:00","2024-06-30","Cartmel","National Hunt","Handicap Chase","2m5f ","21","Good","10","Class 2","9","0","Bewley, Callum","7.50","England, Sam","149","124","0",,
