horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Cheyenne Nation (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","34","0","Nolan, D","14.00","Dods, M","134","59","5",,
"Dixiedoodledragon (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","6","0","Gray, S A","3.00","Dalgleish, Keith","137","62","6",,
"Dont Fight It (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","6","0","Rodriguez, Callum","2.00","Dalgleish, Keith","136","61","3",,
"Howyadoin (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","32","0","Kirrane, Sean","8.00","Easterby, T D","132","60","2",,
"Majil (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","19","0","Scott, Rowan","18.00","Tinkler, N","122","47","8",,
"Mystical Dreams (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","17","0","Robinson, Ben","4.50","Ellison, B","134","59","1",,
"Stormy Pearl","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","21","0","Mulrennan, Paul","6.00","Menzies, Rebecca","137","62","4",,
"Urban Dandy (IRE)","16:40:00","2022-08-30","Carlisle","Flat (Turf)","Handicap Nursery","5f ","5","Good To Firm","7","Class 6","59","0",,"0.00","Coyle, Tony","131","56","7",,
"Canaria Prince","17:15:00","2022-08-30","Carlisle","Flat (Turf)","Handicap","5f ","5","Good To Firm","12","Class 5","6","0","Kirrane, Sean","4.00","Easterby, T D","127","60","3",,
"Dream Deal","17:15:00","2022-08-30","Carlisle","Flat (Turf)","Handicap","5f ","5","Good To Firm","12","Class 5","15","0","Garritty, Jack","14.00","Brooke, Daniel","130","62","8",,
"Glorious Rio (IRE)","17:15:00","2022-08-30","Carlisle","Flat (Turf)","Handicap","5f ","5","Good To Firm","12","Class 5","23","0","Mason, Joanna","7.00","Barclay, Stella","140","70","9",,
