horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Batmans Boy","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","No Prev","0","Hart, Jason","16.00","West, Adam","131","0","5",,
"Falaise Blanc (FR)","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","10","0","Gray, S A","100.00","Scott, Miss Katie","131","0","3",,
"Finding Time (IRE)","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","No Prev","0","Orr, Oisin","12.00","Russell, Miss Lucinda V","131","0","6",,
"Gaelic Gladiator (IRE)","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","No Prev","0","Mulrennan, Paul","16.00","Russell, Miss Lucinda V","131","0","4",,
"Liberatus","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","36","0","Fanning, Joe","2.25","Johnston, Charlie","131","0","2",,
"Miss Lalita","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","19","0","Scott, Rowan","6.50","Makin, Phillip","126","0","7",,
"The Lost Canvas","14:12:00","2024-09-22","Hamilton","Flat (Turf)","Maiden","1m.5f ","8.5","Good To Soft","7","Class 5","36","0","Tudhope, Daniel","1.25","OMeara, D","131","0","1",,
"Back Tomorrow","14:42:00","2024-09-22","Hamilton","Flat (Turf)","Handicap","5f ","5","Good To Soft","11","Class 6","11","0","Scott, Rowan","7.50","Whillans, Ewan","127","50","7",,
"Carmarthen","14:42:00","2024-09-22","Hamilton","Flat (Turf)","Handicap","5f ","5","Good To Soft","11","Class 6","27","0","Hart, Jason","12.00","Perratt, Miss L A","133","57","5",,
"Chriss Mate","14:42:00","2024-09-22","Hamilton","Flat (Turf)","Handicap","5f ","5","Good To Soft","11","Class 6","7","0","Fentiman, Duran","28.00","Harrison, Gary","122","46","9",,
