horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Applaus (GER)","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","28","0","Smith-Chaston, Emma","4.00","Hammond, Micky","145","100","0",,
"Curious Times (IRE)","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","22","0","Rabbitt, Mr C","12.00","Crawford, S R B","164","121","0",,
"Gladiatorial (IRE)","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","23","0","Kavanagh, Peter J","6.00","Kelly, Noel C","169","121","0",,
"Ice Coast (FR)","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","25","0","Wynne, Toby","8.00","Greenall, Oliver","157","115","0",,
"Malpas (IRE)","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","23","0","Gillard, Mr T","3.50","McCain Jnr, D","157","112","0",,
"Wor Verge","12:30:00","2022-11-27","Carlisle","National Hunt","Handicap Hurdle","2m1f ","17","Soft","6","Class 4","28","0","Hurst, Dillan B","1.38","Corbett, Mrs Susan","155","115","0",,
"Bass Rock (FR)","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","239","0","Mania, Ryan","18.00","Thomson, A M","158","132","0",,
"Jetoile (IRE)","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","37","0","Jacob, Daryl","7.50","Potter, R D","158","131","0",,
"Llandinabo Lad","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","30","0","Noonan, David G","11.00","Symonds, Tom","158","131","0",,
"Nells Son","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","34","0","McMenamin, Daniel","2.75","Richards, N G","158","138","0",,
"Peejaybee (FR)","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","260","0","Bowen, James C","16.00","Spencer, Richard","158","128","0",,
"Richmond Lake (IRE)","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","233","0","Hughes, Brian","7.50","McCain Jnr, D","158","130","0",,
"Soaring Glory (IRE)","13:00:00","2022-11-27","Carlisle","National Hunt","Novices Chase","2m ","16","Soft","7","Class 3","288","0","ONeill, Jonjo (Jr)","1.20","ONeill, Jonjo","158","147","0",,
"Cave Court (IRE)","13:30:00","2022-11-27","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Soft","6","Class 4","47","0","Kavanagh, Peter J","50.00","Kelly, Noel C","149","0","0",,
"Just A Dime (IRE)","13:30:00","2022-11-27","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Soft","6","Class 4","261","0","Jones, Ben R","1.88","Clarke, Ben","160","0","0",,
"Knockanore (IRE)","13:30:00","2022-11-27","Carlisle","National Hunt","Novices Hurdle","2m3.5f ","19.5","Soft","6","Class 4","30","0","Jacob, Daryl","50.00","Potter, R D","154","0","0",,
