horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bella Kopella (IRE)","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","9","0","Jary, Alex","14.00","Tinkler, N","129","60","5",,
"Global Effort (IRE)","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","10","0","Leavy, Mr Joe","10.00","Butler, John","132","62","6",,
"Howyadoin (IRE)","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","14","0","Wilkie, Brandon","11.00","Easterby, T D","120","53","7",,
"Insolente","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","18","0","Peate, Jonny","4.50","Menzies, Rebecca","133","58","1",,
"Lukla","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","22","0","Cole, Morgan","16.00","Midgley, P T","119","47","2",,
"Mrs Trump (IRE)","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","18","0","Croot, Elle-May","3.50","Midgley, P T","132","60","4",,
"Rwenearlytheredad","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","21","0","Wheatley, Zak","2.75","Carroll, D","129","57","3",,
"Tantalus (IRE)","13:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","5f ","5","Good To Firm","8","Class 6","21","0","Howarth, Christian","3.50","Haslam, B M R","135","60","8",,
"Eminny (IRE)","14:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","4","Class 5","No Prev","0","Rawlinson, Ali","16.00","Appleby, M","124","0","2",,
"Highland Well","14:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","4","Class 5","No Prev","0","James, S H","18.00","Lidster, Craig","124","0","1",,
"Misemerald (IRE)","14:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","4","Class 5","8","0","Mullen, Andrew","2.75","Kirby, P A","124","0","3",,
"Shadan Joy (IRE)","14:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","4","Class 5","28","0","Fanning, Joe","0.36","Johnston, Charlie","126","0","4",,
"Beauty Choice","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","31","0","Gray, S A","25.00","Easterby, M W","139","72","4",,
"Ey Up Its The Boss","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","9","0","Eaves, Tom","4.00","Coyle, Tony","135","68","6",,
"Gone (IRE)","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","6","0","Fanning, Joe","2.00","Johnston, Charlie","131","73","2",,
"Park Street","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","17","0","Dennis, Phil","22.00","Jackson, Miss T","135","68","7",,
"Patontheback (IRE)","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","22","0","Scott, Rowan","20.00","Tutty, Gemma","132","65","9",,
"Ravenglass (IRE)","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","19","0","Nolan, D","8.50","Fahey, R A","134","67","1",,
"Satin Snake","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","17","0","Rodriguez, Callum","3.33","Keatley, Adrian Paul","142","75","5",,
"Sunny Orange (IRE)","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","17","0","Allan, David","9.00","Easterby, T D","130","72","8",,
"Tartan Skirt (IRE)","14:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","7.5f ","7.5","Good To Firm","9","Class 5","14","0","Tudhope, Daniel","12.00","OMeara, D","144","77","3",,
"Camusdarach (IRE)","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","50","0","Mullen, Andrew","8.50","Johnston, Charlie","133","70","4",,
"Gaazooo (IRE)","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","10","0","Howarth, Christian","125.00","Harris, S A","135","43","2",,
"Hondo (IRE)","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","7","0","Curtis, B A","2.25","Fell, R / Murray, S","131","0","7",,
"Kiaraad","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","15","0","Smith, Jefferson","1.38","Mohammed, Ismail","133","0","6",,
"Mount King (IRE)","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","18","0","Allan, David","6.00","Easterby, T D","133","70","5",,
"Scramble","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","12","0","Eaves, Tom","16.00","Allen, C N","126","58","3",,
"Senseofentitlement (IRE)","15:15:00","2023-06-27","Beverley","Flat (Turf)","Maiden","7.5f ","7.5","Good To Firm","7","Class 5","4","0","Tudhope, Daniel","10.00","OMeara, D","133","59","1",,
"Isle of Wolves","15:45:00","2023-06-27","Beverley","Flat (Turf)","Handicap","1m4f ","12","Good To Firm","9","Class 6","22","0","Curtis, B A","3.50","Bethell, Harriet","137","62","9",,
