horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Clonmacash","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","No Prev","0","Coen, Ben M","28.00","Lupini, Miss Natalia","131","0","3",,
"Democracy (IRE)","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","35","0",,"0.00","OBrien, A P","134","0","6",,
"I Am Invictus (IRE)","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","No Prev","0","Lee, W J","14.00","OCallaghan, M D","131","0","1",,
"River Tiber (IRE)","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","29","0","Moore, Ryan","0.29","OBrien, A P","134","0","7",,
"Scorchio (IRE)","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","No Prev","0",,"0.00","Davison, Jack W","126","0","5",,
"Supersonic Man","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","No Prev","0","Foley, Shane","16.00","Harrington, Mrs John","131","0","4",,
"Tourist","13:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","5","Ire","15","0","Keane, C T","4.50","Lyons, G M","131","0","2",,
"Anthem National (IRE)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","72","0","McDonogh, D P","33.00","OBrien, Joseph Patrick","135","98","9",,
"Arecibo (FR)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","15","0","Keane, C T","14.00","Cowell, R M H","135","103","2",,
"Big Gossey (IRE)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","27","0","Sheehy, Danny","33.00","OBrien, Charles","135","99","5",,
"Castle Star (IRE)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","218","0","Sheridan, J M","10.00","Stack, J A","135","105","6",,
"Ladies Church","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","252","0","Coen, Ben M","4.50","Murtagh, J P","135","108","4",,
"Lady Tilbury","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","16","0","Whelan, R P","22.00","Marnane, David","122","95","10",,
"Mooneista (IRE)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","252","0","McMonagle, Dylan B","2.75","OBrien, Joseph Patrick","130","109","3",,
"Moss Tucker (IRE)","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","27","0","Lee, W J","2.75","Condon, K J","138","108","8",,
"Saliteh","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","43","0","Stott, Kevin","40.00","Murray, Adrian","130","89","1",,
"Tees Spirit","14:15:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","5f ","5","Good","10","Listed Race","268","0","McHugh, B","4.00","Nicholls, Adrian","138","104","7",,
"Bated Moon (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","16","0","McDonogh, D P","7.50","OBrien, Joseph Patrick","128","0","10",,
"Blame Thechampagne (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","20","0","Crosse, Nathan","66.00","Harrington, Mrs John","128","0","9",,
"Jakku (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","No Prev","0","Keane, C T","18.00","Lyons, G M","128","0","12",,
"Launch (USA)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","16","0","Stott, Kevin","8.00","Murray, Adrian","128","0","5",,
"Making Time (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","15","0","Lordan, W M","16.00","Lupini, Miss Natalia","128","0","1",,
"Navassa Island (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","No Prev","0","McMonagle, Dylan B","25.00","OCallaghan, M D","128","0","11",,
"Neo Smart (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","4","0","Cleary, R P","40.00","Bolger, J S","128","0","3",,
"Porta Fortuna (IRE)","14:45:00","2023-05-21","Naas","Flat (Turf)","Non-Handicap","6f ","6","Good","13","Group 3","35","0","Ryan, Gavin","5.50","Obrien, Donnacha","128","0","2",,
