horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bents Hollow (IRE)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","13","0","Hughes, Brian","1.63","McCain Jnr, D","164","109","0",,
"Clairmc (IRE)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","75","0","Burke, Jonathan","1.88","Cromwell, Gavin Patrick","157","113","0",,
"Jims Apple (IRE)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","21","0","Austin, Edward","125.00","Ewart, J P L","152","0","0",,
"Just Dottie","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","15","0","Shanahan, William T","25.00","Smith, R Michael","150","0","0",,
"Lacila Blue (FR)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","77","0","OFarrell, C","66.00","Alexander, N W","157","0","0",,
"Lenebane (IRE)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","76","0",,"0.00","Menzies, Rebecca","157","101","0",,
"Melchoir (FR)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","90","0","Lynn, Bruce","16.00","Alexander, N W","154","0","0",,
"Midnight Shuffle","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","21","0","Coltherd, Sam W","6.00","Coltherd, W S","157","0","0",,
"Theirshegoes (IRE)","13:50:00","2023-02-19","Musselburgh","National Hunt","Novices Hurdle","1m7.5f ","15.5","Good To Soft","8","Class 4","43","0","Mania, Ryan","6.00","Thomson, A M","157","0","0",,
"Beat The Edge (IRE)","14:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","3","Class 5","12","0","Hamilton, Jamie","1.63","Easterby, T D","161","93","0",,
"Dr Shirocco (IRE)","14:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","3","Class 5","14","0","Wadge, P","2.25","Forster, Miss S E","137","76","0",,
"Duke Of Deception (IRE)","14:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","3","Class 5","14","0","Brooke, Henry","1.63","Greenall, Oliver","168","100","0",,
"Warriors Story","14:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Chase","3m ","24","Good To Soft","3","Class 5","49","0",,"0.00","Alexander, N W","166","98","0",,
"Charlies Rockstar (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","37","0","Hamilton, Jamie","18.00","Hamilton, Mrs A C","158","85","0",,
"Diamant Sur Canape (FR)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","40","0",,"0.00","Whillans, Ewan","142","69","0",,
"Euchan Falls (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","24","0","McMenamin, Daniel","3.50","Smith, R Michael","158","85","0",,
"Getabeau (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","24","0","Hughes, Brian","4.00","Grant, C","161","88","0",,
"Heros De Moutiers (FR)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","16","0","Gillard, Mr T","4.00","McCain Jnr, D","165","95","0",,
"Its A Midnight","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","35","0","Mulqueen, S","12.00","Russell, Miss Lucinda V","160","87","0",,
"Nights Of Doyen (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","21","0","Chapman, Ross","40.00","Leckenby, Miss K","161","88","0",,
"Northern Falcon","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","49","0","Nichol, Craig","9.00","Robson, Miss P","154","81","0",,
"Paramaribo (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","25","0","Johnston, Dylan","8.00","Jardine, I","150","84","0",,
"Smart Boyo","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","17","0","Dowson, Thomas","6.00","Kirby, P A","145","72","0",,
"Ultra Violet (GER)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","47","0","Lynn, Bruce","16.00","Alexander, N W","155","85","0",,
"Worldly Approach (IRE)","14:50:00","2023-02-19","Musselburgh","National Hunt","Handicap Novices Hurdle","2m4f ","20","Good To Soft","11","Class 5","349","0","Austin, Edward","66.00","McMahon, H","142","74","0",,
"Good Work (FR)","15:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","3m ","24","Good To Soft","2","Class 3","24","0","Brooke, Henry","0.53","Greenall, Oliver","156","113","0",,
"Methodtothemadness (IRE)","15:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","3m ","24","Good To Soft","2","Class 3","14","0","Fox, Derek R","1.38","Russell, Miss Lucinda V","156","113","0",,
"Trixster (IRE)","15:20:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","3m ","24","Good To Soft","2","Class 3","25","0",,"0.00","Vaughan, Tim","154","114","0",,
"Faithfulflyer (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","35","0","Mania, Ryan","2.75","Thomson, A M","156","99","0",,
"Hard Iron (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","16","0","Hughes, Brian","1.63","Richards, N G","163","106","0",,
"Imperial Sachins (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","23","0","Coltherd, Sam W","25.00","Corbett, Mrs Susan","168","111","0",,
"Kajaki (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","22","0","McMenamin, Daniel","16.00","Richards, N G","164","107","0",,
"Lastofthecosmics","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","19","0","Johnston, Dylan","5.50","Jardine, I","138","88","0",,
"Lock Down Luke","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","2","0",,"0.00","Stephen, Mrs Jackie","167","110","0",,
"Red Missile (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","19","0","Fox, Derek R","12.00","Russell, Miss Lucinda V","154","97","0",,
"Starlyte (IRE)","15:55:00","2023-02-19","Musselburgh","National Hunt","Handicap Hurdle","3m ","24","Good To Soft","7","Class 4","23","0","Wadge, P","6.00","Russell, Miss Lucinda V","158","108","0",,
"Budarri","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","19","0","McMenamin, Daniel","5.50","Coltherd, W S","145","77","0",,
"Caboy (FR)","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","35","0","Mulqueen, S","1.88","Russell, Miss Lucinda V","161","93","0",,
"Duty Calls (IRE)","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","18","0","Stones, Lewis","2.00","Forster, Miss S E","157","94","0",,
"Ingleby Mackenzie","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","18","0","Johnston, Dylan","8.00","Whillans, Ewan","158","97","0",,
"Victory Echo (IRE)","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","122","0","Dowson, Thomas","11.00","Barnes, M A","165","97","0",,
"Wolfcatcher (IRE)","16:30:00","2023-02-19","Musselburgh","National Hunt","Handicap Chase","2m4.5f ","20.5","Good To Soft","6","Class 5","515","0","Nichol, Craig","14.00","Stephen, Mrs Jackie","168","100","0",,
"Dalamoi (IRE)","13:30:00","2023-02-19","Newbury","National Hunt","Handicap Novices Chase","2m6.5f ","22.5","Good To Firm","2","Class 3","22","0","Johns, Alan","1.50","Vaughan, Tim","157","128","0",,
"Quick Draw (IRE)","13:30:00","2023-02-19","Newbury","National Hunt","Handicap Novices Chase","2m6.5f ","22.5","Good To Firm","2","Class 3","36","0","Boinville, Nico","0.50","Henderson, N J","156","127","0",,
"Fast Buck (FR)","14:00:00","2023-02-19","Newbury","National Hunt","Handicap Novices Chase","2m.5f ","16.5","Good To Firm","3","Class 2","15","0","Noonan, David G","1.00","Williams, Mrs Jane","162","131","0",,
"Mortlach","14:00:00","2023-02-19","Newbury","National Hunt","Handicap Novices Chase","2m.5f ","16.5","Good To Firm","3","Class 2","48","0","Brennan, P J","1.38","OBrien, Fergal","163","132","0",,
"Tap Tap Boom","14:00:00","2023-02-19","Newbury","National Hunt","Handicap Novices Chase","2m.5f ","16.5","Good To Firm","3","Class 2","6","0","Tidball, Jay","5.00","Ralph, Alastair","149","125","0",,
"Aristobulus","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","27","0","Gethings, Ciaran","2.50","Edmunds, Stuart","150","0","0",,
"Boom Boom (IRE)","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","93","0",,"0.00","Henderson, N J","162","0","0",,
"Diamond Egg (FR)","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","6","0","Cannon, Tom J","1.38","Gordon, C","162","0","0",,
"Postmark","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","54","0","Bastyan, Mitchell S","3.00","Harris, M F","150","0","0",,
"Ravi Road (IRE)","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","124","0","Tucker, Miss H C","66.00","Usher, M D I","136","0","0",,
"Up For Appeal (IRE)","14:30:00","2023-02-19","Newbury","National Hunt","Maiden Hurdle","2m.5f ","16.5","Good To Firm","5","Class 4","88","0","Tudor, Jack","6.50","Williams, Christian","162","0","0",,
"Amalfi Skyline","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","44","0","Sheehan, Gavin","50.00","Murphy, P G","154","0","0",,
"Cloud Dancer (IRE)","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","49","0","Houlihan, Niall F","2.00","Moore, G L","151","0","0",,
"Imperial Jade (IRE)","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","34","0","Coleman, A","8.00","Longsdon, C E","147","88","0",,
"Jina (FR)","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","61","0","Boinville, Nico","7.50","Henderson, N J","147","0","0",,
"The Flying Fig","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","21","0","Kimber, Harry","80.00","Walford, Robert","151","0","0",,
"Tintintin (FR)","15:00:00","2023-02-19","Newbury","National Hunt","Hurdle","2m.5f ","16.5","Good To Firm","6","Class 4","77","0","Brennan, P J","0.91","OBrien, Fergal","161","0","0",,
"Chloes Court (IRE)","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","18","0","Bowen, James C","6.50","Walford, Robert","158","103","0",,
"Copperfasten (IRE)","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","55","0","Johns, Alan","6.00","Vaughan, Tim","165","110","0",,
"Flying Nun (IRE)","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","46","0","Bellamy, Tom","2.75","Lavelle, Miss E C","157","102","0",,
"Lady Wilberry","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","34","0","Kimber, Harry","5.50","Burke, Kieran","152","100","0",,
"Malina Jamila","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","10","0","Quinlan, Jack","8.00","King, N B","161","106","0",,
"My Girl Katie (IRE)","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","18","0","Ring, C V","5.50","Harris, Miss G","157","105","0",,
"Nextdoortoalice (IRE)","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","49","0","Bannister, Harry A A","7.50","Hales, A M","168","113","0",,
"Sister Sophie","15:35:00","2023-02-19","Newbury","National Hunt","Handicap Hurdle","3m ","24","Good To Firm","8","Class 4","17","0","Collier, Ellis","12.00","Williams, Christian","152","104","0",,
"Alto Alto (FR)","16:10:00","2023-02-19","Newbury","National Hunt","Handicap Chase","2m.5f ","16.5","Good To Firm","3","Class 3","55","0","Cannon, Tom J","1.63","Gordon, C","156","112","0",,
"Family Business (FR)","16:10:00","2023-02-19","Newbury","National Hunt","Handicap Chase","2m.5f ","16.5","Good To Firm","3","Class 3","18","0","Sheehan, Gavin","2.75","Hobson, Richard","163","119","0",,
