horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Alfred Cove","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","24","0","Doughty, Jack","1.88","Carroll, A W","129","50","5",,
"Another Jack (IRE)","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","10","0","Shepherd, Callum","16.00","Jewell, Karen","128","43","4",,
"Battleofbaltimore","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","8","0","Egan, David","3.33","Cunha, Dylan","128","48","1",,
"Haveagobeau","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","24","0","Cosgrave, Pat","28.00","Boyle, J R","134","44","2",,
"Little Siskin","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","14","0","Sousa, Silvestre De","14.00","Clover, Tom","128","48","9",,
"My Bonnie Lassie","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","19","0","Fallon, Cieren","20.00","Best, Jim/Suzi","134","45","6",,
"My Kind Of Girl (FR)","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","48","0","Carson, William","11.00","Carroll, A W","134","46","7",,
"Rebel Redemption","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","7","0","Dennis, Phil","8.50","Dixon, Scott","134","44","8",,
"Run Cmc (IRE)","14:25:00","2024-07-02","Brighton","Flat (Turf)","Non-Handicap","6f ","6","Good To Firm","9","Class 6","12","0","Probert, David","5.50","Chamings, P R","134","48","3",,
"Dequinto (IRE)","14:55:00","2024-07-02","Brighton","Flat (Turf)","Handicap","1m ","8","Good To Firm","6","Class 6","28","0","Doughty, Jack","4.00","Carroll, A W","111","46","6",,
