horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Ayr Poet","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","9","0","Waugh, Amie","7.50","Goldie, J S","132","68","13",,
"Bashful","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","9","0","Pyle, William","10.00","Jardine, I","141","77","6",,
"Bushfire","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","13","0","Jamin, Pierre-Louis","10.00","Tutty, Gemma","139","72","10",,
"Frankendael","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","22","0","Brookes, Aiden","2.75","Bethell, Ed","140","76","5",,
"Kentucky Bluegrass","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","28","0","Winn, Mark","6.50","OMeara, D","138","75","12",,
"Kristal Klear (IRE)","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","27","0","Wilkie, Brandon","14.00","Palmer, Hugo","123","65","3",,
"Lunacy","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","10","0","Wheatley, Zak","7.00","Jardine, I","128","68","1",,
"Mac Ailey","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","10","0","Kirrane, Sean","14.00","Easterby, T D","124","57","7",,
"Maraakiz (IRE)","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","17","0","Breslin, Andrew","80.00","Whillans, Ewan","127","60","8",,
"Nobody Told Me","14:10:00","2023-10-12","Ayr","Flat (Turf)","Handicap","1m2f ","10","Heavy","13","Class 5","19","0","Peate, Jonny","16.00","OKeeffe, Jedd","133","70","11",,
