horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Bright Lily","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","No Prev","0","Orr, Oisin","6.50","Fahey, R A","128","0","7",,
"Griselda (IRE)","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","24","0","Rodriguez, Callum","14.00","Scott, George","128","0","3",,
"Kiss Me My Love (IRE)","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","11","0","Fanning, Joe","2.00","Johnston, Charlie","128","0","8",,
"Meccas Symphony","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","No Prev","0","Beasley, Connor","7.50","Dods, M","128","0","5",,
"Mums Called","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","No Prev","0","Egan, David","25.00","Davis, D J S Ffrench","126","0","4",,
"Polar Rebel (IRE)","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","13","0","Morris, Luke","20.00","Murphy, Amy","128","0","2",,
"Queen Dinah","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","No Prev","0","Eaves, Tom","6.50","Ryan, K A","126","0","6",,
"Tower Of Africa (IRE)","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","No Prev","0","James, S H","16.00","Tutty, Gemma","128","0","9",,
"Weve Got This (IRE)","14:20:00","2024-06-10","Carlisle","Flat (Turf)","Maiden","6f ","6","Good","9","Class 4","21","0","Doyle, Hollie","2.50","Lidster, Craig","126","0","1",,
"B Associates (IRE)","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","9","0","Mullen, Andrew","9.00","Jardine, I","135","62","11",,
"Belsito (GER)","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","19","0","Eaves, Tom","4.50","Ryan, K A","135","62","5",,
"Eleven Eleven (FR)","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","45","0","Doyle, Hollie","14.00","Macey, Jessica","133","60","9",,
"Grand Style (FR)","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","18","0","Mason, Joanna","80.00","Kirby, P A","119","46","7",,
"Ignac Lamar (IRE)","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","36","0","Morris, Luke","7.50","Goldie, J S","133","60","8",,
"Polam Lane","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","13","0","Rodriguez, Callum","6.00","Barron, T D","129","56","3",,
"Rainbow Rain","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","3","0","Beasley, Connor","3.33","Waggott, Miss Tracy","131","58","4",,
"See My Baby Jive","14:50:00","2024-06-10","Carlisle","Flat (Turf)","Handicap","6f ","6","Good","11","Class 6","24","0","James, S H","18.00","Whillans, D W","123","50","1",,
