horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"All A Struggle","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","51","0","Jacob, Daryl","33.00","Webber, P R","160","0","0",,
"El Rio (IRE)","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","36","0","Bass, David","2.75","Bailey, K C","160","0","0",,
"Fromposttopillar","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","16","0","Dunne, R T","100.00","Gretton, T R ","160","0","0",,
"James Jet (IRE)","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","No Prev","0","Powell, Brendan","10.00","Greatrex, W J","160","0","0",,
"Knowwhentoholdem (IRE)","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","23","0","Cobden, Harry","18.00","Harris, M F","160","0","0",,
"Militaire","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","52","0","Bowen, Sean P","3.50","Greatrex, W J","160","113","0",,
"Mylesfromwicklow (IRE)","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","15","0","Skelton, Harry","1.50","Skelton, Daniel","160","119","0",,
"Spago (IRE)","13:50:00","2023-04-02","Ascot","National Hunt","Maiden Hurdle","2m3.5f ","19.5","Soft","8","Class 3","93","0","Brennan, P J","11.00","OBrien, Fergal","160","0","0",,
"Allo Allo","14:25:00","2023-04-02","Ascot","National Hunt","Handicap Novices Chase","2m5f ","21","Soft","7","Class 4","41","0","Gethings, Ciaran","4.50","Edmunds, Stuart","160","112","0",,
"Eaton Collina (IRE)","14:25:00","2023-04-02","Ascot","National Hunt","Handicap Novices Chase","2m5f ","21","Soft","7","Class 4","36","0","Patrick, Richard","3.33","Lee, Miss Kerry","160","112","0",,
"Gamaret (FR)","14:25:00","2023-04-02","Ascot","National Hunt","Handicap Novices Chase","2m5f ","21","Soft","7","Class 4","26","0","Deutsch, Charlie","2.75","Williams, Miss Venetia","170","122","0",,
"Kayf Hernando","14:25:00","2023-04-02","Ascot","National Hunt","Handicap Novices Chase","2m5f ","21","Soft","7","Class 4","93","0",,"0.00","Skelton, Daniel","166","118","0",,
"Northern Poet (IRE)","14:25:00","2023-04-02","Ascot","National Hunt","Handicap Novices Chase","2m5f ","21","Soft","7","Class 4","38","0","Davies, James","9.00","Gifford, N J","158","110","0",,
