horse_name,race_time,race_date,track,racecode,racetype,distance_words2,furlongs,going,number_of_runners,Class,LastRun,placing,jockey_name,odds_numerical,trainer,horse_weight,official_rating,stall,DistBt,
"Art Approval (FR)","13:00:00","2022-10-07","Chepstow","National Hunt","Novices Chase","3m.5f ","24.5","Good To Firm","3","Class 2","154","0","Brennan, P J","5.00","OBrien, Fergal","158","124","0",,
"Flash Collonges (FR)","13:00:00","2022-10-07","Chepstow","National Hunt","Novices Chase","3m.5f ","24.5","Good To Firm","3","Class 2","247","0","Cobden, Harry","1.38","Nicholls, P F","158","133","0",,
"Press Your Luck (IRE)","13:00:00","2022-10-07","Chepstow","National Hunt","Novices Chase","3m.5f ","24.5","Good To Firm","3","Class 2","167","0","Cannon, Tom J","1.10","Gordon, C","158","137","0",,
"Al Roc (FR)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","4","0","Armson, Philip","11.00","Pipe, D E","141","120","0",,
"Broken Quest (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","124","0","Bellamy, Tom","7.00","Dennis, David","164","140","0",,
"Cloth Cap (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","181","0","ONeill, Jonjo (Jr)","2.75","ONeill, Jonjo","168","144","0",,
"Forgot To Ask (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","111","0","Burke, Jonathan","5.00","George, T R","156","132","0",,
"Innisfree Lad (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","172","0","Hughes, Brian","9.00","Dennis, David","154","130","0",,
"Some Chaos (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","172","0","Poste, Ben J","3.33","Scudamore, M J","162","138","0",,
"The Mighty Don (IRE)","13:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","7","Class 2","279","0","Davies, James","4.50","Gifford, N J","156","132","0",,
"Accidental Rebel","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","51","0","Brennan, P J","12.00","OBrien, Fergal","154","122","0",,
"Deeper Blue (FR)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","199","0","Murtagh, Lorcan","3.50","Fry, Harry","154","132","0",,
"Gentle Connections","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","108","0","Williams, Lorcan","18.00","Skelton, Daniel","147","119","0",,
"Hector Javilex (FR)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","193","0","Bellamy, Tom","20.00","Longsdon, C E","154","123","0",,
"Legionar (GER)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","10","0",,"0.00","Harris, M F","152","0","0",,
"Outlaw Peter (IRE)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","158","0","Cobden, Harry","6.50","Nicholls, P F","154","118","0",,
"Presentandcounting (IRE)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","14","0","Hughes, Brian","2.50","McCain Jnr, D","154","136","0",,
"Quid Pro Quo (IRE)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","128","0","Skelton, Harry","1.88","Skelton, Daniel","154","133","0",,
"Scipion (IRE)","14:10:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Grade 2","201","0",,"0.00","Lacey, T","154","131","0",,
"Alkhattaaf","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","12","0","Davies, James","100.00","Down, C J","153","0","0",,
"Collectors Item (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","216","0","ONeill, Jonjo (Jr)","1.20","ONeill, Jonjo","154","0","0",,
"Dan Daly (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","21","0","Hughes, Brian","80.00","Williams, Christian","153","0","0",,
"Diamond River (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","697","0","Ring, C V","33.00","Harris, Miss G","151","0","0",,
"Getaway Tom (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","215","0",,"0.00","Lacey, T","153","0","0",,
"Gladiatus (FR)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","No Prev","0","Tudor, Jack","6.00","Williams, Christian","154","0","0",,
"Hugos New Horse (FR)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","294","0","Cobden, Harry","1.75","Nicholls, P F","154","0","0",,
"Jet Marshall (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","188","0","Sutton, Mr B","18.00","Hobbs, P J","147","0","0",,
"Marty Byrde","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","223","0","Best, J A","9.00","Flint, J L","154","0","0",,
"Prince Ali","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","91","0","Moore, Jamie","66.00","Faulkner, Ms D C","153","0","0",,
"Separate Ways (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","9","0","Brace, Connor","100.00","Brace, D","154","0","0",,
"Tonto Foley (IRE)","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","No Prev","0","Wedge, Adam","22.00","Williams, Christian","153","0","0",,
"Weavers Answer","14:50:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m.5f ","16.5","Good","12","Class 4","211","0","Johns, Alan","50.00","Vaughan, Tim","153","0","0",,
"Campsie Linn (IRE)","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","No Prev","0","Bellamy, Tom","40.00","Lavelle, Miss E C","152","0","0",,
"Copper Vale (IRE)","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","13","0","Jones, Kevin","50.00","Harris, M F","152","0","0",,
"Dancingontheedge (FR)","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","171","0","Cobden, Harry","1.38","Nicholls, P F","154","0","0",,
"Desert Fortune (IRE)","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","187","0","Tudor, Jack","4.00","Williams, Christian","154","0","0",,
"Fancy Your Chances (IRE)","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","217","0","OBrien, T J","8.50","Hobbs, P J","154","0","0",,
"Presenting A Queen","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","187","0","Cannon, Tom J","1.63","Gordon, C","154","0","0",,
"Sister Sophie","15:25:00","2022-10-07","Chepstow","National Hunt","Novices Hurdle","2m4f ","20","Good","7","Class 4","33","0","Collier, Ellis","40.00","Williams, Christian","147","0","0",,
"Holly (FR)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","297","0","ONeill, Jonjo (Jr)","2.75","ONeill, Jonjo","161","125","0",,
"Just The Man (FR)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","19","0","Hughes, Brian","8.50","Oshea, J G M","158","122","0",,
"Monsieur Lecoq (FR)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","217","0","Gethings, Ciaran","11.00","Williams, Mrs Jane","162","126","0",,
"Nina The Terrier (IRE)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","188","0","Bellamy, Tom","2.75","King, A","167","131","0",,
"See The Sea (IRE)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","19","0","Kavanagh, Peter J","6.00","McCain Jnr, D","163","132","0",,
"Sonigino (FR)","16:00:00","2022-10-07","Chepstow","National Hunt","Handicap Hurdle","2m.5f ","16.5","Good","6","Class 3","199","0","Cobden, Harry","2.25","Nicholls, P F","155","119","0",,
"Favori De Sivola (FR)","16:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","4","Class 4","197","0",,"0.00","Williams, Mrs Jane","165","117","0",,
"Galop Du Bosc (FR)","16:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","4","Class 4","No Prev","0","Price, Charlie","5.00","Vaughan, Tim","153","108","0",,
"Len Brennan (IRE)","16:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","4","Class 4","187","0","Harris, Bradley","3.50","Harris, M F","153","111","0",,
"Manothepeople (IRE)","16:35:00","2022-10-07","Chepstow","National Hunt","Handicap Chase","3m.5f ","24.5","Good To Firm","4","Class 4","203","0","Hogan, Mr J","1.38","OBrien, Fergal","156","114","0",,
