racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-08","13:55:00","Ayr","Ayrshire Cancer Support Maiden Stakes (GBB Race)","2yo","Class 5",,"5f ","4320","Good","4","1st",,"Indication Call (IRE)","3","Burke, K R","2","Jamin, Pierre-Louis","3","130","1.38","(Fav)","0","1 mins 0.07s","60.07",,"0","5","1","Flat","0","0","1","0","1100","0","Maiden","chased leader, ridden to lead over 1f out, strongly pressed inside final furlong, ran on gamely","1","Centre","Straight","Vsor","14","3","Soldiers Call","Flat","4320","Colt","Queen Elsa (IRE)","Frozen Power (IRE)","0",
"2023-05-08","13:55:00","Ayr","Ayrshire Cancer Support Maiden Stakes (GBB Race)","2yo","Class 5",,"5f ","4320","Good","4","2nd","NK","Sennockian (IRE)","1","Johnston, Charlie","2","Fanning, Joe","0","133","2.75",,"0","1 mins 0.07s","60.07","0.15","0","5","2","Flat","0","0","1","0","1100","0","Maiden","chased leaders, pushed along halfway, went 2nd final furlong, soon strong challenge, no extra and held towards finish","3","Centre","Straight",,"None","0","No Nay Never (USA)","Flat","2028","Colt","Lady Gorgeous","Compton Place","0",
"2023-05-08","13:55:00","Ayr","Ayrshire Cancer Support Maiden Stakes (GBB Race)","2yo","Class 5",,"5f ","4320","Good","4","3rd","2","Moyola","2","Russell, Miss Lucinda V","2","Mulrennan, Paul","0","133","12",,"0","1 mins 0.07s","60.07","2.15","0","5","3","Flat","0","0","1","0","1100","0","Maiden","steadied and went left start, held up 4th in touch, headway near side of group into 3rd final furlong, no chance with leading duo","2","Centre","Straight",,"30","1","Adaay (IRE)","Flat","1014","Colt","Nellie Ellis (IRE)","Compton Place","0",
"2023-05-08","13:55:00","Ayr","Ayrshire Cancer Support Maiden Stakes (GBB Race)","2yo","Class 5",,"5f ","4320","Good","4","4th","5","Torvar (IRE)","4","OMeara, D","2","Tudhope, Daniel","0","133","2.25",,"0","1 mins 0.07s","60.07","7.15","0","5","4","Flat","0","0","1","0","1100","0","Maiden","led, hung left 2f out, headed over 1f out, weakened final furlong, eased when no chance","4","Centre","Straight",,"9","1","Footstepsinthesand","Flat","507","Colt","Lady Sandy (IRE)","Dandy Man (IRE)","0",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","1st",,"One Last Hug","12","Goldie, J S","8","Fanning, Joe","0","121","4",,"46","1 mins 12.10s","72.1",,"51","6","1","Flat","0","0","3","0","1320","0","Handicap","held up towards rear, headway near side of group over 2f out, chased leaders over 1f out, ran on inside final furlong, led inside final 100 yards, won going away","13","Centre","Straight",,"3","45","Orientor","Flat","3664","Gelding","Gargoyle Girl","Be My Chief (USA)","60",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","2nd","1","Freedom Flyer (IRE)","7","Carr, Mrs R A","6","Eaves, Tom","0","135","6",,"60","1 mins 12.10s","72.1","1","51","6","2","Flat","0","0","3","0","1320","0","Handicap","chased leaders far side of group, ridden into narrow lead final 110 yards, headed and no extra inside final 100 yards","3","Centre","Straight","CkPc","26","26","Invincible Spirit (IRE)","Flat","1719","Gelding","Liberating","Iffraaj","60",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","3rd","0.5","Basholo (IRE)","1","Barclay, Stella","4","Wheatley, Zak","5","120","10",,"50","1 mins 12.10s","72.1","1.5","51","6","3","Flat","0","0","3","0","1320","0","Handicap","led early, chased leader, led again 2f out, ridden and pressed inside final furlong, headed final 110 yards, no extra in 3rd","9","Centre","Straight",,"12","19","Caravaggio (USA)","Flat","859","Filly","Golden Shine","Royal Applause","60",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","4th","0.5","Cheese The One","8","Barclay, Stella","4","Hart, Jason","0","122","4.5",,"47","1 mins 12.10s","72.1","2","51","6","4","Flat","0","0","3","0","1320","0","Handicap","chased leader, pushed along halfway, ridden and every chance 2f out, outpaced over 1f out, stayed on towards finish, never going pace to challenge","11","Centre","Straight","CkPc","24","22","Outstrip","Flat","430","Filly","Arabian Music (IRE)","Kheleyf (USA)","60",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","5th","2","Roman Blaze","2","Bedi, Miss J","4","Muir, Paula","3","129","66",,"57","1 mins 12.10s","72.1","4","51","6","5","Flat","0","0","3","0","1320","0","Handicap","slowly into stride and bumped start, off the pace towards rear, headway far side of group chasing leaders under pressure over 1f out, never going pace to get involved","4","Centre","Straight","Hood","28","4","Pearl Secret","Flat","214","Gelding","Vale Of Clara (IRE)","Iffraaj","60",
"2023-05-08","14:25:00","Ayr","Ayr Racecourse Supports Injured Jockeys Fund Handicap","4yo+","Class 6",,"6f ","3664","Good","12","6th","0.75","Oriental Lilly","13","Goldie, J S","9","Waugh, Amie","5","116","3.5","(Fav)","46","1 mins 12.10s","72.1","4.75","51","6","6","Flat","0","0","3","0","1320","0","Handicap","chased leaders near side of group, weakened over 1f out","14","Centre","Straight","Vsor","4","100","Orientor","Flat","0","Mare","Eternal Instinct","Exceed And Excel (AUS)","60",
