racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","1st",,"Doyen For Money (IRE)","0","Honeyball, A J","5","Coleman, A","0","159","3.33",,"90","5 mins 14.73s","314.73",,"90","20.5","1","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","in rear, headway before 3 out where slightly hampered by faller, pushed along and pressed leaders 2 out, led narrowly last, ridden run-in and ran on","7","None","Left Handed"," TT","69","4","Doyen (IRE)","Very Undulating","4225","Gelding","Mrs Jay Dee (IRE)","Heron Island (IRE)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","2nd","0.5","Independence (USA)","0","Newland, Dr R D P","7","Scott, Luke","7","161","6.5",,"99","5 mins 14.73s","314.73","0.5","90","20.5","2","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","towards rear, headway into 5th after 3 out, pushed along home turn, ridden and stayed on to take 2nd run-in, not reach winner","1","None","Left Handed",,"92","18","More Than Ready (USA)","Very Undulating","1944","Gelding","Frivolous Alex (USA)","Afleet Alex (USA)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","3rd","1.5","Hello Sunshine (FR)","0","Baker, George","7","Dingle, Rex","0","159","8.5",,"90","5 mins 14.73s","314.73","2","90","20.5","3","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","handy, ridden and led before 2 out where not fluent, headed narrowly last, kept on, no extra run-in","8","None","Left Handed"," TT","118","12","Kapgarde (FR)","Very Undulating","972","Mare","Louvisy (FR)","Loup Solitaire (USA)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","4th","0.5","West Orchard (IRE)","0","Tizzard, Joe","6","Powell, Brendan","0","150","12",,"81","5 mins 14.73s","314.73","2.5","90","20.5","4","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","mid-division, pushed along and chased leaders home turn, ridden approaching last, kept on and slightly hampered run-in, not pace to challenge","14","None","Left Handed"," TT","27","11","Westerner","Very Undulating","486","Gelding","Shellys Creek (IRE)","Flemensfirth (USA)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","5th","5.5","Flemens Tipple (IRE)","0","Irvine, Andy","6","Sheppard, Stan","0","159","7",,"90","5 mins 14.73s","314.73","8","90","20.5","5","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","led, ridden and headed before 2 out, gradually faded","9","None","Left Handed",,"13","9","Flemensfirth (USA)","Very Undulating","242","Gelding","Marie Des Anges (FR)","Ballingarry (IRE)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","6th","1.25","Abingworth","0","Moore, G L","5","Quinn, Caoilin","5","163","2.75","(Fav)","99","5 mins 14.73s","314.73","9.25","90","20.5","6","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","rear mid-division, jumped left at times, went 4th before 3 out, pushed along before 2 out, weakening when hit last","2","None","Left Handed",,"14","10","Kapgarde (FR)","Very Undulating","0","Gelding","Flute Bowl","Black Sam Bellamy (IRE)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","7th","6.5","Newtonian","0","Sherwood, O","6","Malzard, Victoria","7","152","28",,"90","5 mins 14.73s","314.73","15.75","90","20.5","7","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","pushed along in rear and always behind","6","None","Left Handed","Vsor","56","8","Telescope (IRE)","Very Undulating","0","Gelding","Mi Money","Alflora (IRE)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","8th","8","Montys Award (IRE)","0","Irvine, Andy","11","Armson, Philip","3","158","16",,"92","5 mins 14.73s","314.73","23.75","90","20.5","8","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","mid-division, went 3rd at 4th, ridden and weakened 3 out","5","None","Left Handed",,"118","40","Oscar (IRE)","Very Undulating","0","Gelding","Montys Miss (IRE)","Presenting",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","9th","1.75","Cheng Gong","0","King, N B","7","Quinlan, Jack","0","161","25",,"92","5 mins 14.73s","314.73","25.5","90","20.5","9","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","pushed along to be prominent, not fluent 4th and cajoled along, dropped to rear 8th, well behind 3 out","4","None","Left Handed",,"46","41","Archipenko (USA)","Very Undulating",,"Gelding","Kinetica","Stormy Atlantic (USA)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","F",,"One Man Party (FR)","0","Bridgwater, D G","6","Moore, Jamie","0","145","10",,"76","5 mins 14.73s","314.73",,"90","20.5","F","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","mid-division, went 3rd 4 out, fell 3 out","15","None","Left Handed",,"62","3","Authorized (IRE)","Very Undulating",,"Gelding","Ahdaaf (USA)","Bahri (USA)",
"2023-04-23","15:00:00","Plumpton","Happy Retirement To Paul Warren Handicap Hurdle","4yo+","Class 5",,"2m4.5f ","4225","Soft","11","PU",,"Galway Mahler (IRE)","0","Jewell, Karen","6","Houlihan, Niall F","3","162","18",,"96","5 mins 14.73s","314.73",,"90","20.5","PU","National Hunt","0","0","3","0","4514","36","Handicap Hurdle","mid-division, lost position 8th and pushed along, mistake 3 out and beaten, soon pulled up","3","None","Left Handed",,"76","4","Mahler","Very Undulating",,"Gelding","Kitty The Hare (IRE)","Flemensfirth (USA)",
"2023-04-23","15:30:00","Plumpton","Bluebell Vineyard Estates Handicap Chase","5yo+","Class 4",,"3m1.5f ","6337","Soft","4","1st",,"Tip Top Mountain (IRE)","0","Walford, Robert","8","Carver, Bryan","0","165","1.25","(Fav)","114","7 mins 4.13s","424.13",,"108.5","25.5","1","National Hunt","0","0","1","0","5652","0","Handicap Chase","made all, ridden and faced challenge home turn, forged 2 lengths ahead approaching last, kept on well, always doing enough","1","None","Left Handed"," TT","22","15","Mountain High (IRE)","Very Undulating","6337","Gelding","The Central Lady (IRE)","Lord Americo (IRE)",
"2023-04-23","15:30:00","Plumpton","Bluebell Vineyard Estates Handicap Chase","5yo+","Class 4",,"3m1.5f ","6337","Soft","4","2nd","2.75","Gold Clermont (FR)","0","Irvine, Andy","7","Armson, Philip","3","155","1.75",,"107","7 mins 4.13s","424.13","2.75","108.5","25.5","2","National Hunt","0","0","1","0","5652","0","Handicap Chase","tracked front pair, went 2nd 4 out, pressed leader home turn, ridden and one pace approaching last, always held by winner","5","None","Left Handed",,"17","16","Balko (FR)","Very Undulating","2916","Mare","Une Dame Dor (FR)","Astarabad (USA)",
"2023-04-23","15:30:00","Plumpton","Bluebell Vineyard Estates Handicap Chase","5yo+","Class 4",,"3m1.5f ","6337","Soft","4","3rd","3.75","Whydah Gally","0","Tizzard, Joe","7","Powell, Brendan","0","161","5",,"110","7 mins 4.13s","424.13","6.5","108.5","25.5","3","National Hunt","0","0","1","0","5652","0","Handicap Chase","in rear, pushed along after 11th, headway to chase leaders after 3 out, soon no impression, plugged on","4","None","Left Handed","Blnk","41","13","Black Sam Bellamy (IRE)","Very Undulating","1458","Gelding","Reverse Swing","Charmer (IRE)",
"2023-04-23","15:30:00","Plumpton","Bluebell Vineyard Estates Handicap Chase","5yo+","Class 4",,"3m1.5f ","6337","Soft","4","PU",,"First Figaro (GER)","0","Williams, Miss Venetia","13","Fox, Ned","5","153","7",,"107","7 mins 4.13s","424.13",,"108.5","25.5","PU","National Hunt","0","0","1","0","5652","0","Handicap Chase","close up, lost ground and pushed along before 3 out, soon weakened and pulled up before next","6","None","Left Handed",,"31","31","Silvano (GER)","Very Undulating",,"Gelding","Felina (GER)","Acatenango (GER)",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","1st",,"Crossing The Bar (IRE)","0","Mulholland, N P","6","McLernon, R P","0","157","7",,"114","6 mins 26.83s","386.83",,"114","25","1","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","in rear, reminders after 9th, headway into 3rd after 3 out, went 2nd before 2 out, pressed leader approaching last, ridden run-in and led final strides, gamely","6","None","Left Handed"," TT","30","16","Poets Voice","Very Undulating","10562","Gelding","Ships Biscuit","Tiger Hill (IRE)",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","2nd","NK","Ramo (FR)","0","Williams, Miss Venetia","6","Deutsch, Charlie","0","158","2.5","(JFav)","115","6 mins 26.83s","386.83","0.15","114","25","2","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","led narrowly, hit 10th, shaken up before 2 out where not fluent, strongly challenged and awkward last, ridden and jockey dropped whip run-in, kept on, headed final strides","5","None","Left Handed",,"15","6","Kapgarde (FR)","Very Undulating","4860","Gelding","Djeville (FR)","Balko (FR)",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","3rd","8","Hasty Parisian (IRE)","0","Harris, M F","5","Reed, Harry","0","154","6",,"111","6 mins 26.83s","386.83","8.15","114","25","3","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","mid-division, went 4th 3 out, soon pushed along, kept on but no impression","8","None","Left Handed","CkPc","21","14","Champs Elysees","Very Undulating","2430","Gelding","Vavite (IRE)","Vinnie Roe (IRE)",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","4th","2.25","Sporting Ace (IRE)","0","King, N B","7","Quinlan, Jack","0","162","2.5","(JFav)","119","6 mins 26.83s","386.83","10.4","114","25","4","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","handy between leaders, pressed leader 9th, ridden after 3 out, held 2 out, plugged on","4","None","Left Handed","CkPc","22","11","Shantou (USA)","Very Undulating","1216","Gelding","Knockbounce View (IRE)","Old Vic",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","5th","8","Good News","0","Richards, Mrs L","11","Quinn, Caoilin","5","152","16",,"114","6 mins 26.83s","386.83","18.4","114","25","5","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","pressed leader, pushed along 3 out, weakened before next","7","None","Left Handed","Vsor","18","34","Midnight Legend","Very Undulating","606","Gelding","Venetian Lass","First Trump",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","6th","57","Yes No Maybe So (IRE)","0","Lacey, T","9","Sheppard, Stan","0","166","12",,"123","6 mins 26.83s","386.83","75.4","114","25","6","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","chased leaders, ridden after 4 out and struggling, tailed off","2","None","Left Handed","CkPc","64","19","Stowaway","Very Undulating","0","Gelding","Godlylady (IRE)","Old Vic",
"2023-04-23","16:00:00","Plumpton","Become A Plumpton Member Call 01273890383 Handicap Hurdle","4yo+","Class 3",,"3m1f ","10562","Soft","7","PU",,"Heaven Smart (FR)","0","Moore, G L","6","Moore, Jamie","0","151","5",,"108","6 mins 26.83s","386.83",,"114","25","PU","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","towards rear, raced wide, not fluent 4 out and ridden, well beaten next, pulled up before 2 out","9","None","Left Handed","CkPc","21","6","Saint Des Saints (FR)","Very Undulating",,"Gelding","Barbarella Smart (FR)","Hurricane Cat (USA)",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","1st",,"Jersey Lady (FR)","0","Sherwood, O","7","Malzard, Victoria","7","157","10",,"101","6 mins 38.12s","398.12",,"101","25","1","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","towards rear, headway to be prominent 3 out, led approaching 2 out, ridden run-in and found extra towards finish","7","None","Left Handed",,"73","14","Martaline","Very Undulating","4225","Mare","La Bombonera (FR)","Mansonnien (FR)",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","2nd","0.75","Captain Claude (IRE)","0","Honeyball, A J","6","Godfrey, Ben","3","147","1.25","(Fav)","87","6 mins 38.12s","398.12","0.75","101","25","2","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","close up, led narrowly home turn, stumbled and headed approaching 2 out, soon recovered and ridden, kept on run-in but held closing stages","11","None","Left Handed","Blnk TT","36","10","Soldier Of Fortune (IRE)","Very Undulating","1944","Gelding","Princess Supreme (IRE)","Supreme Leader",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","3rd","0.5","The Bold Thady (IRE)","0","Mulholland, N P","6","Anderson, Joe","7","157","3.33",,"101","6 mins 38.12s","398.12","1.25","101","25","3","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","chased front rank, took 3rd jumping last, ridden run-in and stayed on, not pace to challenge","6","None","Left Handed","CkPc","27","10","Milan","Very Undulating","972","Gelding","Princesse Rooney (FR)","Baby Turk",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","4th","5","San Pedro (IRE)","0","Henderson, P","6","Scott, Luke","7","152","4.5",,"96","6 mins 38.12s","398.12","6.25","101","25","4","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","led, pushed along and headed home turn, stayed on until no extra approaching last","8","None","Left Handed","CkPc","21","28","Gleneagles (IRE)","Very Undulating","486","Gelding","Elle Woods (IRE)","Lawman (FR)",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","5th","18","Pilbara","0","Smith, Miss Suzy","8","Fox, Ned","5","165","12",,"107","6 mins 38.12s","398.12","24.25","101","25","5","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","in rear, in touch, headway to be handy 3 out, ridden home turn and soon weakened","3","None","Left Handed","CkPc","56","23","Tiger Groom","Very Undulating","242","Gelding","Golden Benefit (IRE)","Beneficial",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","6th","12","The Big Red One","0","Mullins, J W","6","Sansom, Daniel","3","150","10",,"90","6 mins 38.12s","398.12","36.25","101","25","6","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","tracked leaders, not fluent 4 out, pushed along and dropped away tamely home turn","10","None","Left Handed",,"123","7","Indian Haven","Very Undulating","0","Gelding","Brunettesonly (IRE)","Flemensfirth (USA)",
"2023-04-23","16:30:00","Plumpton","Winstons Wish Handicap Hurdle","4yo+","Class 5",,"3m1f ","4225","Soft","7","7th","5","Stamp Your Feet (IRE)","0","Mitford-Slade, R","11","Gale, Miss Elizabeth","7","163","50",,"107","6 mins 38.12s","398.12","41.25","101","25","7","National Hunt","0","0","2","0","5497","42","Handicap Hurdle","in touch, pressed leaders 3rd, lost position and pushed along before 3 out, soon in rear and beaten","2","None","Left Handed",,"77","39","Galileo (IRE)","Very Undulating","0","Gelding","Nausicaa (USA)","Diesis",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","1st",,"Linda Moon (IRE)","0","King, N B","4","Quinlan, Jack","0","146","3.33",,"0","4 mins 32.87s","272.87",,"0","18","1","National Hunt","0","0","2","0","3904","36","NH Flat","chased leaders, ridden and headway well over 1f out, led narrowly 1f out, stayed on gamely","13","None","Left Handed",,"36","1","Jukebox Jury (IRE)","Very Undulating","2722","Filly","Mile From The Moon (IRE)","Beat Hollow",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","2nd","0.75","A Tickatickatiming","0","West, Miss Sheena","5","Reed, Harry","0","154","6",,"0","4 mins 32.87s","272.87","0.75","0","18","2","National Hunt","0","0","2","0","3904","36","NH Flat","led, pushed along over 2f out, ridden and headed narrowly 1f out, ran on, no extra closing stages","3","None","Left Handed",,"166","2","Sixties Icon","Very Undulating","1254","Mare","Hi Note","Acclamation",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","3rd","SH","All The Feels (IRE)","0","Williams, Noel","5","Woods, K K","0","154","3.33",,"0","4 mins 32.87s","272.87","0.8","0","18","3","National Hunt","0","0","2","0","3904","36","NH Flat","in rear, in touch, pushed along and headway over 2f out, ridden and every chance 1f out, stayed on well towards finish","2","None","Left Handed",,"None","0","Shantou (USA)","Very Undulating","627","Mare","Par Street (IRE)","Dolphin Street (FR)",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","4th","3.25","Stuti","0","Morrison, H","6","Houlihan, Niall F","3","158","4.5",,"0","4 mins 32.87s","272.87","4.05","0","18","4","National Hunt","0","0","2","0","3904","36","NH Flat","prominent, pushed along home turn, no impression from over 1f out","1","None","Left Handed",,"11","2","Kayf Tara","Very Undulating","314","Mare","Flirtatious","Generous (IRE)",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","5th","1.5","Longhouse Legacy (IRE)","0","Brookhouse, B","5","Cobden, Harry","0","154","2.25","(Fav)","0","4 mins 32.87s","272.87","5.55","0","18","5","National Hunt","0","0","2","0","3904","36","NH Flat","handy, ridden 2f out, gradually faded 1f out","8","None","Left Handed","Hood","None","0","Walk In The Park (IRE)","Very Undulating","0","Mare","Staraba (FR)","Astarabad (USA)",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","6th","4.25","Jalisco Star (IRE)","0","Gallagher, T","5","Reddington, Mr J","7","147","25",,"0","4 mins 32.87s","272.87","9.8","0","18","6","National Hunt","0","0","2","0","3904","36","NH Flat","towards rear, ridden well over 2f out, soon beaten","7","None","Left Handed",,"None","0","Mahler","Very Undulating","0","Mare","Elphis Supreme (IRE)","Westerner",
"2023-04-23","17:00:00","Plumpton","Strong Flavours Catering Mares Open NH Flat Race (GBB Race)","4-6yo","Class 5",,"2m2f ","2722","Soft","7","7th","41","Bel Mare","0","Greatrex, W J","5","Powell, Brendan","0","154","66",,"0","4 mins 32.87s","272.87","50.8","0","18","7","National Hunt","0","0","2","0","3904","36","NH Flat","tracked leaders, weakened 4f out and tailed off","4","None","Left Handed",,"50","1","Pethers Moon (IRE)","Very Undulating","0","Mare","Uppermost","Montjeu (IRE)",
"2023-04-23","13:45:00","Stratford","Grace And Dotty Mares Maiden Hurdle (GBB Race) (Div 1)","4yo+","Class 4",,"2m.5f ","4357","Good To Soft","10","1st",,"Carrigeen Kampala (IRE)","0","OBrien, Fergal","5","Harrison, Liam","3","155","1.1","(Fav)","0","4 mins 4.30s","244.3",,"0","16.5","1","National Hunt","0","0","3","0","3590","0","Maiden Hurdle","pulled hard, in touch in mid-division, not fluent and closed 5th, went 2nd 2 out, led before last, soon clear","3","None","Left Handed",,"186","4","Mahler","Flat","4357","Mare","Carrigeen Kariega (IRE)","Luso",
"2023-04-23","13:45:00","Stratford","Grace And Dotty Mares Maiden Hurdle (GBB Race) (Div 1)","4yo+","Class 4",,"2m.5f ","4357","Good To Soft","10","2nd","10","Noonie","0","Kirby, P A","4","Dowson, Thomas","0","150","10",,"0","4 mins 4.30s","244.3","10","0","16.5","2","National Hunt","0","0","3","0","3590","0","Maiden Hurdle","held up towards rear, headway 3 out, kept on flat, went 2nd close home, no chance with winner","10","None","Left Handed"," TT","37","11","Almanzor (FR)","Flat","2007","Filly","Gallice (IRE)","Fuisse (FR)",
