racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","1st",,"Somespring Special (IRE)","0","Honeyball, A J","5","Godfrey, Ben","3","152","1","(Fav)","111","4 mins 14.75s","254.75",,"0","18","1","National Hunt","2.15836983","1.2536113","2","2","3902","18","Novices Hurdle","made all, not fluent 4th, going well home turn, clear last, ran on well flat, comfortably","4","None","Left Handed"," TT","44","4","Westerner","Undulating","4357","Mare","Natural Spring","Generous (IRE)","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","2nd","4.25","Komedy Kicks (IRE)","0","Harris, M F","4","Cobden, Harry","0","149","1.38",,"114","4 mins 14.75s","254.75","4.25","0","18","2","National Hunt","2.76181845","1.44610834","2","2","3902","18","Novices Hurdle","chased leaders, pushed along and could not go pace of leader before 2 out, plugged on in 2nd","7","None","Left Handed","CkPc","10","10","Churchill (IRE)","Undulating","2007","Filly","Komedy (IRE)","Kodiac","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","3rd","16","Stormbomber (CAN)","0","Madgwick, M","7","Kimber, Harry","3","152","100",,"0","4 mins 14.75s","254.75","20.25","0","18","3","National Hunt","253.70182452","40","2","2","3902","18","Novices Hurdle","mid-division, pushed along and made no impression 3 out, late headway for distant 3rd","6","None","Left Handed",,"239","31","Stormy Atlantic (USA)","Undulating","1003","Gelding","Swanky Bubbles (CAN)","Ascot Knight (CAN)","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","4th","2.25","Stiletto","0","Burke, Kieran","5","Bellamy, Tom","0","155","5.5",,"0","4 mins 14.75s","254.75","22.5","0","18","4","National Hunt","7.29821552","2.46","2","2","3902","18","Novices Hurdle","chased leader, ridden and outpaced home turn, no extra last and lost 3rd","5","None","Left Handed"," TT","20","15","Frankel","Undulating","502","Gelding","High Heeled (IRE)","High Chaparral (IRE)","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","5th","27","Elzaaro (IRE)","0","Jewell, Karen","5","Cannon, Tom J","0","155","200",,"0","4 mins 14.75s","254.75","49.5","0","18","5","National Hunt","577.80617763","130","2","2","3902","18","Novices Hurdle","always towards rear, never involved","2","None","Left Handed",,"39","2","Elzaam (AUS)","Undulating","0","Gelding","Uncharted Waters (IRE)","Intikhab (USA)","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","6th","2.75","Hugueneau (FR)","0","Hill,Mrs Lawney ","6","Sutton, Mr B","7","148","28",,"0","4 mins 14.75s","254.75","52.25","0","18","6","National Hunt","42","11.50640693","2","2","3902","18","Novices Hurdle","held up, struggling from 5th, tailed off","3","None","Left Handed",,"42","2","Lucayan (FR)","Undulating","0","Gelding","Cour Deau Ludique (FR)","Barastraight","114",
"2023-05-18","16:50:00","Fontwell","Weatherbys Hamilton Novices Hurdle (GBB Race)","4yo+","Class 4",,"2m2f ","4357","Good","7","PU",,"Clinton Lane","0","Gillard, Mark","5","Gillard, Fergus","3","152","200",,"0","4 mins 14.75s","254.75",,"0","18","PU","National Hunt","1000","243.0327749","2","2","3902","18","Novices Hurdle","mid-division, pulled up before 4 out","1","None","Left Handed",,"49","2","Lindas Lad","Undulating",,"Gelding","Midnight Seranade (IRE)","Oratorio (IRE)","114",
"2023-05-18","17:25:00","Fontwell","Download Fitzdares For Free Race Streaming Handicap Hurdle","4yo+","Class 5",,"2m2f ","3406","Good","12","1st",,"Hes A Latchico (IRE)","0","Moore, G L","5","Moore, Jamie","0","157","2.5","(Fav)","86","4 mins 14.51s","254.51",,"85","18","1","National Hunt","3.8","1.92732065","3","3","3902","18","Handicap Hurdle","mid-division on inside, headway on outside 2 out, soon led, hung left flat, stayed on well","6","None","Left Handed",,"17","12","Fast Company (IRE)","Undulating","3406","Gelding","Daliana","Verglas (IRE)","97",
"2023-05-18","17:25:00","Fontwell","Download Fitzdares For Free Race Streaming Handicap Hurdle","4yo+","Class 5",,"2m2f ","3406","Good","12","2nd","1.25","Charlie My Boy (IRE)","0","Burke, Kieran","6","Cobden, Harry","0","164","8",,"93","4 mins 14.51s","254.51","1.25","85","18","2","National Hunt","10","3.35","3","3","3902","18","Handicap Hurdle","chased leader on inside, keen early, ridden to challenge 2 out, could not go pace of leader last, slightly hampered flat, kept on close home","5","None","Left Handed",,"78","7","Leading Light (IRE)","Undulating","1567","Gelding","Theionlady (IRE)","Presenting","97",
"2023-05-18","17:25:00","Fontwell","Download Fitzdares For Free Race Streaming Handicap Hurdle","4yo+","Class 5",,"2m2f ","3406","Good","12","3rd","5.5","Miss Fedora (IRE)","0","Mullins, J W","4","Nolan, Michael G","0","152","80",,"87","4 mins 14.51s","254.51","6.75","85","18","3","National Hunt","132.55620514","22","3","3","3902","18","Handicap Hurdle","mid-division out wide, ridden behind leaders 2 out, kept on well from last for 3rd, never on terms","10","None","Left Handed",,"25","5","Helmet (AUS)","Undulating","784","Filly","Shahabad","Shamardal (USA)","97",
