racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-06-10","13:40:00","Bangor","Bangor On Dee Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"3m ","7922","Good","3","1st",,"Pottlerath (IRE)","0","Sheppard, M","8","Sheppard, Stan","0","156","0.73","(Fav)","108","6 mins 10.61s","370.61",,"118","24","1","National Hunt","0","0","1","0","5285","0","Handicap Novices Chase","chased leader, slightly hampered by rival 3 out, soon pressed leader, travelling best when disputed lead 2 out, soon pushed along and led, 4 lengths clear approaching last where not fluent, pushed out run-in, not extended","3","None","Left Handed","CkPc TT","17","42","Yeats (IRE)","Slight Undulations","7922","Gelding","Truffle Fairy (IRE)","Indian River (FR)","120",
"2023-06-10","13:40:00","Bangor","Bangor On Dee Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"3m ","7922","Good","3","2nd","3.75","Dragon Rock (IRE)","0","Hanlon, John Joseph","7","Hughes, Brian","0","168","4",,"120","6 mins 10.61s","370.61","3.75","118","24","2","National Hunt","0","0","1","0","5285","0","Handicap Novices Chase","held up in rear, ridden before 3 out, soon outpaced, 5 lengths down in 3rd approaching last, kept into 2nd close home, no match for winner","1","None","Left Handed",,"10","3","Shantou (USA)","Slight Undulations","3645","Gelding","One Day More (IRE)","Flemensfirth (USA)","120",
"2023-06-10","13:40:00","Bangor","Bangor On Dee Novices Handicap Chase (GBB Race)","5yo+","Class 4",,"3m ","7922","Good","3","3rd","2.5","Inishbiggle (IRE)","0","Hanmer, G D","8","Brogan, Kevin","0","166","2.25",,"118","6 mins 10.61s","370.61","6.25","118","24","3","National Hunt","0","0","1","0","5285","0","Handicap Novices Chase","led, tended to jump right, mistake 11th, slightly hampered rival 3 out, soon pressed for lead and ridden, disputed lead 2 out, soon headed, 4 lengths down approaching last, weakened into 3rd close home","2","None","Left Handed"," TT","21","10","Asian Heights","Slight Undulations","1822","Gelding","Leahs Joy (IRE)","Bobs Return (IRE)","120",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","1st",,"Master Player (IRE)","0","Hanlon, John Joseph","6","Bowen, Sean P","0","158","1","(Fav)","0","4 mins 9.38s","249.38",,"0","17","1","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","midfield, headway to be prominent before 6th, pressed leader 3 out, soon led, travelling best when disputing lead 2 out, soon ridden and led, 2 lengths ahead approaching last, kept on well run-in","5","None","Left Handed",,"11","6","Masterofthehorse (IRE)","Slight Undulations","3697","Gelding","Gee Gee Robyn (IRE)","Pyrus (USA)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","2nd","2","Trick Of The Tail (IRE)","0","McCain Jnr, D","5","Hughes, Brian","0","158","3.33",,"0","4 mins 9.38s","249.38","2","0","17","2","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","led, jumped right on several occasions, pressed for lead 3 out, soon headed and ridden, rallied to dispute lead 2 out, soon headed, 2 lengths down approaching last where awkward, no extra run-in","7","None","Left Handed",,"24","4","Shantou (USA)","Slight Undulations","1701","Gelding","Nova Cyngi (USA)","Kris S (USA)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","3rd","6","On Cloud Nine (IRE)","0","McCain Jnr, D","5","Gillard, Mr T","0","151","16",,"0","4 mins 9.38s","249.38","8","0","17","3","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","prominent, travelling okay before 3 out, soon ridden and stayed on into 3rd before 2 out, lost touch with leaders approaching last, held on for 3rd near finish","11","None","Left Handed"," TT","21","3","Cloudings (IRE)","Slight Undulations","850","Mare","Role Model (FR)","Malinas (GER)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","4th","HD","Came From Nothing (IRE)","0","ONeill, Jonjo","5","ONeill, Jonjo (Jr)","0","158","11",,"0","4 mins 9.38s","249.38","8.1","0","17","4","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","midfield, brief headway before 3 out, soon ridden and outpaced, kept on same pace approaching last","1","None","Left Handed",,"89","2","Beat Hollow","Slight Undulations","426","Gelding","By The Hour (IRE)","Flemensfirth (USA)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","5th","12","Regal And Royal (FR)","0","Candlish, Jennie","4","Quinlan, Sean","0","153","28",,"0","4 mins 9.38s","249.38","20.1","0","17","5","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","took keen hold, prominent, not fluent 6th, pressed leader 3 out, soon driven and outpaced, weakened before last","8","None","Left Handed",,"49","1","Doctor Dino (FR)","Slight Undulations","212","Gelding","Sweet Lady Jane (FR)","Kaldounevees (FR)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","6th","11","Churchman","0","Ralph, Alastair","5","Tidball, Jay","5","153","5.5",,"0","4 mins 9.38s","249.38","31.1","0","17","6","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","held up in midfield, hampered 1st, awkward 5th, edged left 6th, ridden and no impression before 2 out","3","None","Left Handed",,"45","3","Dunaden (FR)","Slight Undulations","0","Gelding","Pickersleigh (IRE)","Saddlers Hall (IRE)","0",
"2023-06-10","14:15:00","Bangor","tote.co.uk Bet 5 Get 20 National Hunt Maiden Hurdle (GBB Race)","4yo+","Class 4",,"2m1f ","3697","Good","12","7th","12","Araglen Star (IRE)","0","Hanmer, G D","6","Worsley, Tabitha","3","148","250",,"0","4 mins 9.38s","249.38","43.1","0","17","7","National Hunt","0","0","3","0","3665","47","Maiden Hurdle","always in rear, not fluent 5th, mistake 6th, soon ridden, no impression before 2 out","9","None","Left Handed",,"12","5","Watar (IRE)","Slight Undulations","0","Mare","Cailin Aoibhinn (IRE)","Corrouge (USA)","0",
