racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","1st",,"Astapor","6","Riches, John","5","Hutchinson, Callum","0","131","8",,"52","1 mins 1.65s","61.65",,"54","5","1","Flat","0","0","3","0","1100","0","Handicap","prominent, stayed centre over 2f out, ridden over 1f out, stayed on, led close home","7","Inside","Straight",,"22","21","Sixties Icon","Undulating","3664","Gelding","Good Morning Lady","Compton Place","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","2nd","NK","Dapper Man (IRE)","1","Fell, Roger","9","Peate, Jonny","6","130","12",,"57","1 mins 1.65s","61.65","0.15","54","5","2","Flat","0","0","3","0","1100","0","Handicap","raced alone towards far side, led, driven over 1f out, edged right inside final furlong, headed close home","3","Inside","Straight","Blnk","41","98","Dandy Man (IRE)","Undulating","1719","Gelding","Gist (IRE)","Namid","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","3rd","1.75","Spanish Angel (IRE)","10","Carr, Mrs R A","6","Howarth, Christian","3","132","4",,"56","1 mins 1.65s","61.65","1.9","54","5","3","Flat","0","0","3","0","1100","0","Handicap","chased leaders, ridden 2f out, held final furlong, kept on","5","Inside","Straight",,"14","43","Gutaifan (IRE)","Undulating","859","Gelding","City Dazzler (IRE)","Elusive City (USA)","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","4th","1","Golden Gal (IRE)","3","Pears, Ollie","4","Russell, Harry","0","136","14",,"57","1 mins 1.65s","61.65","2.9","54","5","4","Flat","0","0","3","0","1100","0","Handicap","edged right start, prominent, driven over 1f out, held final furlong, no extra final 50 yards","2","Inside","Straight",,"183","19","Galileo Gold","Undulating","430","Filly","Dubai Princess (IRE)","Dubai Destination (USA)","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","5th","1.25","Yaahobby (IRE)","4","Brittain, Antony","4","Winn, Mark","3","132","33",,"56","1 mins 1.65s","61.65","4.15","54","5","5","Flat","0","0","3","0","1100","0","Handicap","switched right soon after start, in rear, headway stands side 1f out, never dangerous","4","Inside","Straight","CkPc TT","51","24","Kodiac","Undulating","214","Gelding","Nations Alexander (IRE)","Dark Angel (IRE)","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","6th","NK","Basholo (IRE)","7","Barclay, Stella","4","Wheatley, Zak","3","128","20",,"52","1 mins 1.65s","61.65","4.300000000000001","54","5","6","Flat","0","0","3","0","1100","0","Handicap","not much room start, mid-division, ridden 2f out, no impression","6","Inside","Straight",,"90","18","Caravaggio (USA)","Undulating","0","Filly","Golden Shine","Royal Applause","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","7th","1","Sir Benedict (IRE)","2","Barclay, Stella","5","Bass, George","0","138","3.5","(Fav)","59","1 mins 1.65s","61.65","5.300000000000001","54","5","7","Flat","0","0","3","0","1100","0","Handicap","mid-division, ridden over 2f out, never threatened","1","Inside","Straight",,"13","39","Dandy Man (IRE)","Undulating","0","Gelding","Kingdomforthebride (IRE)","Titus Livius (FR)","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","8th","6.5","Blackcurrent","9","Brown, A D","7","Sexton, Ryan","0","124","11",,"45","1 mins 1.65s","61.65","11.8","54","5","8","Flat","0","0","3","0","1100","0","Handicap","prominent, ridden and weakened over 2f out","10","Inside","Straight","CkPc","29","53","Kuroshio (AUS)","Undulating","0","Gelding","Mamounia (IRE)","Green Desert (USA)","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","9th","0.5","Birdie Bowers (IRE)","8","Thompson, D W","6","Kirrane, Sean","0","130","4.5",,"51","1 mins 1.65s","61.65","12.3","54","5","9","Flat","0","0","3","0","1100","0","Handicap","prominent, outpaced over 2f out, soon weakened","8","Inside","Straight",,"14","27","Bungle Inthejungle","Undulating",,"Gelding","Shamiya (IRE)","Acclamation","59",
"2023-04-26","13:50:00","Catterick","Racing To School Apprentice Handicap","4yo+","Class 6",,"5f ","3664","Good To Soft","10","10th","1","Tommytwohoots","5","Harris, S A","5","Parkinson, Erika","5","121","5",,"47","1 mins 1.65s","61.65","13.3","54","5","10","Flat","0","0","3","0","1100","0","Handicap","behind, switched left over 2f out, well beaten over 1f out","9","Inside","Straight","CkPc","14","26","Bated Breath","Undulating",,"Gelding","Lady Lube Rye (IRE)","Catcher In The Rye (IRE)","59",
"2023-04-26","14:20:00","Catterick","British EBF 40th Anniversary Novice Stakes (GBB Race)","3yo","Class 5",,"5f ","4050","Good To Soft","9","1st",,"Changeofmind (IRE)","7","Carroll, D","3","Shaw, Harrison","0","137","2",,"0","1 mins 1.50s","61.5",,"0","5","1","Flat","0","0","3","0","1100","0","Novices","made virtually all, ridden and edged left over 1f out, clear inside final furlong, ran on well, readily","1","Inside","Straight",,"305","1","Sioux Nation (USA)","Undulating","4050","Colt","Dusty","Paco Boy (IRE)","72",
