racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,
"2023-04-20","18:00:00","Chelmsford City","Ministry Of Sound 2nd September Handicap","4yo+","Class 3",,"7f ","8100","Standard","8","4th","0.5","Baileysgutfeeling (IRE)","7","Foy, Kevin","4","Eddery, George","7","123","4",,"82","1 mins 24.63s","84.63","1.4","82","7","4","All Weather","0","0","3","0","1540","0","Handicap","prominent, switched inside over 4f out, unable to challenge from over 1f out, kept on","4","Inside","Left Handed",,"187","10","Gutaifan (IRE)","Polytrack","951","Gelding","Baileys Pursuit","Pastoral Pursuits",
"2023-04-20","18:00:00","Chelmsford City","Ministry Of Sound 2nd September Handicap","4yo+","Class 3",,"7f ","8100","Standard","8","5th","1.25","Spirit Of Nguru (IRE)","5","Haggas, W J","4","Doyle, Hollie","0","135","6.5",,"87","1 mins 24.63s","84.63","2.65","82","7","5","All Weather","0","0","3","0","1540","0","Handicap","mid-division, took keen hold, closed 4f out, bumped over 1f out, one pace final furlong","1","Inside","Left Handed","Vsor","55","12","Invincible Spirit (IRE)","Polytrack","0","Gelding","Tutu Nguru (USA)","Blame (USA)",
"2023-04-20","18:00:00","Chelmsford City","Ministry Of Sound 2nd September Handicap","4yo+","Class 3",,"7f ","8100","Standard","8","6th","0.75","Mobashr (USA)","4","Appleby, M","5","Hansen, Thore","0","128","12",,"80","1 mins 24.63s","84.63","3.4","82","7","6","All Weather","0","0","3","0","1540","0","Handicap","led early, prominent, led 2f out, headed inside final furlong, no extra towards finish","6","Inside","Left Handed",,"136","13","Mshawish (USA)","Polytrack","0","Gelding","Refreshing","Invincible Spirit (IRE)",
"2023-04-20","18:00:00","Chelmsford City","Ministry Of Sound 2nd September Handicap","4yo+","Class 3",,"7f ","8100","Standard","8","7th","5","Gobi Sunset","2","Johnston, Charlie","6","Egan, John","0","126","10",,"78","1 mins 24.63s","84.63","8.4","82","7","7","All Weather","0","0","3","0","1540","0","Handicap","ridden to lead, headed 2f out, weakened inside final furlong","7","Inside","Left Handed",,"27","31","Oasis Dream","Polytrack","0","Gelding","Dark Promise","Shamardal (USA)",
"2023-04-20","18:00:00","Chelmsford City","Ministry Of Sound 2nd September Handicap","4yo+","Class 3",,"7f ","8100","Standard","8","8th","0.75","Marlay Park","1","Boyle, J R","5","Cosgrave, Pat","0","133","25",,"85","1 mins 24.63s","84.63","9.15","82","7","8","All Weather","0","0","3","0","1540","0","Handicap","held up towards rear, well beaten over 1f out","2","Inside","Left Handed",,"181","25","Cable Bay (IRE)","Polytrack","0","Gelding","Lovers Vows","Dubawi (IRE)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","1st",,"Cavalluccio (IRE)","6","Haynes, Alice","4","ONeill, K T","0","133","4.5",,"63","2 mins 6.70s","126.7",,"63","10","1","All Weather","0","0","3","0","2200","0","Handicap","prominent, pushed along when raced wide off home turn, ridden to lead entering final furlong, kept on well when pressed inside final 110 yards, always doing enough","4","Inside","Left Handed","Hood","16","13","Caravaggio (USA)","Polytrack","4004","Gelding","Gale Song","Invincible Spirit (IRE)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","2nd","0.75","Kentucky Kingdom (IRE)","8","Evans, H J","7","Leavy, Mr Joe","7","126","2.25","(Fav)","63","2 mins 6.70s","126.7","0.75","63","10","2","All Weather","0","0","3","0","2200","0","Handicap","held up, still going well and made gradual headway from 3f out, pushed along before final furlong, went second and chased winner before briefly pressing inside final 110 yards, clear in second but unable to quicken and not pace of winner near finish","5","Inside","Left Handed",,"7","35","Camacho","Polytrack","1879","Gelding","Venetian Rhapsody (IRE)","Galileo (IRE)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","3rd","4.75","Mcted","3","Parr, Joseph","5","Bond, Alice","7","125","9",,"62","2 mins 6.70s","126.7","5.5","63","10","3","All Weather","0","0","3","0","2200","0","Handicap","held up, still a lot to do 3f out, switched right inside final furlong, ran on well for third near finish, never nearer","6","Inside","Left Handed",,"14","20","Garswood","Polytrack","939","Gelding","Granny Mcphee","Bahri (USA)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","4th","HD","Kenilworth King (USA)","1","Jarvis, W","4","Doyle, Hollie","0","134","7",,"64","2 mins 6.70s","126.7","5.6","63","10","4","All Weather","0","0","3","0","2200","0","Handicap","led, pushed along 2f out, ridden when headed entering final furlong, weakened and lost third final strides","2","Inside","Left Handed",,"7","11","Kittens Joy (USA)","Polytrack","470","Gelding","Uniformly Yours (CAN)","Grand Slam (USA)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","5th","0.5","Hashtagmetoo (USA)","5","Osborne, J A","6","Osborne, Saffie","0","133","5.5",,"63","2 mins 6.70s","126.7","6.1","63","10","5","All Weather","0","0","3","0","2200","0","Handicap","close up and keen first couple of furlongs, closed on leader again 4f out, pushed along 3f out, ridden 1f out, weakened and lost fourth final strides","3","Inside","Left Handed",,"16","39","Declaration Of War (USA)","Polytrack","234","Mare","Caribbean Princess (USA)","Henrythenavigator (USA)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","6th","1","The Bay Warrior (IRE)","7","Usher, M D I","5","Clutterbuck, Rhys","0","136","3.5",,"66","2 mins 6.70s","126.7","7.1","63","10","6","All Weather","0","0","3","0","2200","0","Handicap","close up, closed on leader after 2f, remained prominent until pushed along 3f out, ridden approaching final furlong, gradually weakened inside final 110 yards","1","Inside","Left Handed",,"14","24","The Gurkha (IRE)","Polytrack","0","Gelding","Fraulein","Acatenango (GER)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","7th","1","Divination (IRE)","4","Jewell, Karen","4","Egan, John","0","132","20",,"62","2 mins 6.70s","126.7","8.1","63","10","7","All Weather","0","0","3","0","2200","0","Handicap","in rear, ridden inside final 2f, kept on one pace near finish, never dangerous","7","Inside","Left Handed",,"43","3","Alhebayeb (IRE)","Polytrack","0","Gelding","Maria Milena","Stravinsky (USA)",
"2023-04-20","18:30:00","Chelmsford City","CCR Handicap","4yo+","Class 6",,"1m2f ","4004","Standard","8","8th","2.5","Boudica Warrior (IRE)","2","Pearce, Simon","4","Probert, David","0","128","40",,"58","2 mins 6.70s","126.7","10.6","63","10","8","All Weather","0","0","3","0","2200","0","Handicap","midfield, pushed along 4f out, ridden entering final 3f, dropped to rear entering final furlong, slightly eased when behind inside final 110 yards","8","Inside","Left Handed",,"214","8","War Command (USA)","Polytrack","0","Filly","Miss Estrada (IRE)","Noverre (USA)",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","1st",,"Haunted Dream (IRE)","3","Dunlop, E A L","4","Planas, Connor","5","130","6",,"94","2 mins 8.16s","128.16",,"88.5","10","1","All Weather","0","0","2","0","2200","0","Handicap","tracked leaders, headway between horses over 1f out, ridden to lead inside final furlong, ran on","1","Inside","Left Handed",,"195","15","Oasis Dream","Polytrack","7731","Gelding","Red Halo (IRE)","Galileo (IRE)",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","2nd","0.5","Simply Sondheim (IRE)","6","Boughey, George","4","Cosgrave, Pat","0","131","3.33",,"90","2 mins 8.16s","128.16","0.5","88.5","10","2","All Weather","0","0","2","0","2200","0","Handicap","switched left start, close up, ridden and headway entering final furlong, ran on to go 2nd close home","2","Inside","Left Handed",,"19","11","Pivotal","Polytrack","3626","Gelding","Finishingthehat","Sixties Icon",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","3rd","NK","City Streak","4","Balding, A M","4","Probert, David","0","125","4.5",,"84","2 mins 8.16s","128.16","0.65","88.5","10","3","All Weather","0","0","2","0","2200","0","Handicap","tracked leader, ridden over 1f out, kept on same pace final furlong","5","Inside","Left Handed",,"236","10","Cityscape","Polytrack","1814","Gelding","Daffydowndilly","Oasis Dream",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","4th","NSE","Civil Law (IRE)","2","Teal, R A","6","Loughnane, Mr Billy","5","125","2.25","(Fav)","89","2 mins 8.16s","128.16","0.68","88.5","10","4","All Weather","0","0","2","0","2200","0","Handicap","in touch, pushed along over 2f out, ridden and headway entering final furlong, ran on","3","Inside","Left Handed",,"13","20","Dark Angel (IRE)","Polytrack","906","Gelding","Tribune (FR)","Grand Slam (USA)",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","5th","0.5","Court Of Session","5","Crisford, Simon","4","Burns, Harry","3","126","6.5",,"88","2 mins 8.16s","128.16","1.18","88.5","10","5","All Weather","0","0","2","0","2200","0","Handicap","soon led, pushed along over 1f out, headed inside final furlong, no extra","4","Inside","Left Handed",,"66","15","Iffraaj","Polytrack","453","Gelding","Sibilance","Bated Breath",
"2023-04-20","19:00:00","Chelmsford City","Betsi Handicap","4yo+","Class 3",,"1m2f ","7731","Standard","6","6th","1.25","Aqwaam","1","Williams, Ian","5","ONeill, K T","0","119","6",,"78","2 mins 8.16s","128.16","2.4299999999999997","88.5","10","6","All Weather","0","0","2","0","2200","0","Handicap","in touch in rear, ridden over 1f out, no impression final furlong","6","Inside","Left Handed",,"174","8","Sea The Stars (IRE)","Polytrack","226","Gelding","Aghaany","Dubawi (IRE)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","1st",,"Saaheq","4","Nicholls, Adrian","9","Nicholls, Mia","7","128","6",,"65","1 mins 1.32s","61.32",,"60","5","1","All Weather","0","0","3","0","1100","0","Handicap","raced wide, tracked leaders, ridden over 1f out, led inside final furlong, ran on","2","Inside","Left Handed","CkPc","14","60","Invincible Spirit (IRE)","Polytrack","4004","Gelding","Brevity (USA)","Street Cry (IRE)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","2nd","2.25","Mustaffiz","5","Wallis, Charlie","4","Doyle, Hollie","0","129","4",,"59","1 mins 1.32s","61.32","2.25","60","5","2","All Weather","0","0","3","0","1100","0","Handicap","raced wide, prominent, led 2f out, ridden and headed inside final furlong, stayed on","6","Inside","Left Handed","CkPc","12","13","Oasis Dream","Polytrack","1879","Gelding","Mulkeyya (IRE)","Mawatheeq (USA)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","3rd","0.5","Araifjan","2","Herrington,M ","6","Eaves, Tom","0","134","3.33","(Fav)","64","1 mins 1.32s","61.32","2.75","60","5","3","All Weather","0","0","3","0","1100","0","Handicap","tracked leaders, ridden over 1f out, stayed on towards finish","3","Inside","Left Handed",,"27","51","Kyllachy","Polytrack","939","Gelding","Light Hearted","Green Desert (USA)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","4th","NK","Street Life","7","Morris, Patrick","6","Loughnane, Mr Billy","5","132","8.5",,"67","1 mins 1.32s","61.32","2.9","60","5","4","All Weather","0","0","3","0","1100","0","Handicap","in touch, pushed along and headway approaching final furlong, kept on towards finish","1","Inside","Left Handed","CkPc","159","37","Hot Streak (IRE)","Polytrack","470","Gelding","Atheera (IRE)","Shamardal (USA)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","5th","1","Red Walls","1","Williamson, Mrs L","5","Egan, John","0","129","3.5",,"59","1 mins 1.32s","61.32","3.9","60","5","5","All Weather","0","0","3","0","1100","0","Handicap","pushed along to soon lead, ridden and headed 2f out, weakened inside final furlong","5","Inside","Left Handed",,"9","55","Heeraat (IRE)","Polytrack","234","Gelding","Gemini Glory (USA)","Tale Of Ekati (USA)",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","6th","0.75","The Grey Lass","8","Easterby, M W","4","Gray, S A","0","121","25",,"51","1 mins 1.32s","61.32","4.65","60","5","6","All Weather","0","0","3","0","1100","0","Handicap","in touch, ridden 2f out, not trouble leaders","8","Inside","Left Handed","Vsor TT","210","13","Outstrip","Polytrack","0","Filly","Be Lucky","Kyllachy",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","7th","NK","Jumira Bridge","6","Shaw, D","9","Probert, David","0","122","6.5",,"52","1 mins 1.32s","61.32","4.8","60","5","7","All Weather","0","0","3","0","1100","0","Handicap","slowly away, outpaced","7","Inside","Left Handed",,"40","66","Invincible Spirit (IRE)","Polytrack","0","Gelding","Zykina","Pivotal",
"2023-04-20","19:30:00","Chelmsford City","Racing Welfare Handicap","4yo+","Class 6",,"5f ","4004","Standard","8","8th","3.75","Show Me A Sunset","3","Wallis, Charlie","7","Bryan, Joshua","0","131","11",,"61","1 mins 1.32s","61.32","8.55","60","5","8","All Weather","0","0","3","0","1100","0","Handicap","dwelt, outpaced","4","Inside","Left Handed","Vsor TT","10","37","Showcasing","Polytrack","0","Gelding","Sunrise Star","Shamardal (USA)",
"2023-04-20","20:00:00","Chelmsford City","Bosh Handicap","3yo","Class 6",,"1m ","4004","Standard","5","1st",,"My Roxanne (IRE)","4","Ellison, B","3","Robinson, Ben","0","135","8",,"55","1 mins 41.41s","101.41",,"55","8","1","All Weather","0","0","2","0","1760","0","Handicap","led 1f, tracked leaders, outpaced 2f out, ridden and headway entering final furlong, ran on to lead final strides","3","Inside","Left Handed",,"17","6","James Garfield (IRE)","Polytrack","4004","Filly","Magic Motif (USA)","Giants Causeway (USA)",
"2023-04-20","20:00:00","Chelmsford City","Bosh Handicap","3yo","Class 6",,"1m ","4004","Standard","5","2nd","NSE","Concorde","3","Boughey, George","3","Cosgrave, Pat","0","141","0.17","(Fav)","61","1 mins 41.41s","101.41","0.03","55","8","2","All Weather","0","0","2","0","1760","0","Handicap","in touch in rear, headway on inner over 1f out, led on bit approaching final furlong, heavily eased inside final furlong, caught final strides","1","Inside","Left Handed",,"3","4","Sixties Icon","Polytrack","1879","Gelding","Silca Chiave","Pivotal",
"2023-04-20","20:00:00","Chelmsford City","Bosh Handicap","3yo","Class 6",,"1m ","4004","Standard","5","3rd","1","Dame Laura Knight","2","Williams, Ian","3","Probert, David","0","132","12",,"52","1 mins 41.41s","101.41","1.03","55","8","3","All Weather","0","0","2","0","1760","0","Handicap","close up, ridden over 1f out, stayed on one pace final furlong","4","Inside","Left Handed",,"22","3","Sir Percy","Polytrack","939","Filly","Feis Ceoil (IRE)","Key Of Luck (USA)",
"2023-04-20","20:00:00","Chelmsford City","Bosh Handicap","3yo","Class 6",,"1m ","4004","Standard","5","4th","3.5","Twilight Kiss","5","Hoad, M R","3","Keeley, Aidan","5","132","16",,"57","1 mins 41.41s","101.41","4.529999999999999","55","8","4","All Weather","0","0","2","0","1760","0","Handicap","led after 1f, ridden and headed approaching final furlong, weakened inside final furlong","2","Inside","Left Handed",,"43","10","Twilight Son","Polytrack","470","Filly","Cosmogyral (IRE)","Camelot",
"2023-04-20","20:00:00","Chelmsford City","Bosh Handicap","3yo","Class 6",,"1m ","4004","Standard","5","5th","2","Arlecchinos Star","1","Usher, M D I","3","Clutterbuck, Rhys","0","126","50",,"46","1 mins 41.41s","101.41","6.529999999999999","55","8","5","All Weather","0","0","2","0","1760","0","Handicap","tracked leader, pushed along over 2f out, weakened over 1f out","6","Inside","Left Handed",,"82","8","Zoustar (AUS)","Polytrack","234","Filly","Sandy Cay (USA)","Mizzen Mast (USA)",
"2023-04-20","20:30:00","Chelmsford City","Ladies Day 22nd June Handicap","4yo+","Class 5",,"2m ","6621","Standard","5","1st",,"Cedar Cage","5","Shaw, D","6","Eddery, George","7","125","6.5",,"67","3 mins 36.12s","216.12",,"67","16","1","All Weather","0","0","2","0","3520","0","Handicap","keen in touch in rear, pushed along and headway on inner over 1f out, led inside final furlong","3","Inside","Left Handed","Hood","7","16","Golden Horn","Polytrack","6621","Gelding","Faslen (USA)","Fasliyev (USA)",
"2023-04-20","20:30:00","Chelmsford City","Ladies Day 22nd June Handicap","4yo+","Class 5",,"2m ","6621","Standard","5","2nd","1","World Without Love","2","Johnston, Charlie","4","Doyle, Hollie","0","138","4",,"75","3 mins 36.12s","216.12","1","67","16","2","All Weather","0","0","2","0","3520","0","Handicap","dwelt, headway to lead after 1f, set steady pace, ridden over 1f out, headed inside final furlong","1","Inside","Left Handed",,"160","14","Ulysses (IRE)","Polytrack","3107","Filly","Reckoning (IRE)","Danehill Dancer (IRE)",
"2023-04-20","20:30:00","Chelmsford City","Ladies Day 22nd June Handicap","4yo+","Class 5",,"2m ","6621","Standard","5","3rd","1.75","Heath Rise","4","Simcock, D M","5","Shepherd, Callum","0","127","6",,"62","3 mins 36.12s","216.12","2.75","67","16","3","All Weather","0","0","2","0","3520","0","Handicap","keen led reluctantly 1f, tracked leaders, ridden to chase leader 2f out, kept on one pace final furlong","4","Inside","Left Handed",,"19","14","Gleneagles (IRE)","Polytrack","1552","Gelding","Cubanita","Selkirk (USA)",
"2023-04-20","20:30:00","Chelmsford City","Ladies Day 22nd June Handicap","4yo+","Class 5",,"2m ","6621","Standard","5","4th","1.5","Blow Your Horn (IRE)","1","Williams, Ian","6","Probert, David","0","137","1.5","(Fav)","72","3 mins 36.12s","216.12","4.25","67","16","4","All Weather","0","0","2","0","3520","0","Handicap","in touch, ridden 2f out, not trouble leaders","2","Inside","Left Handed","CkPc","13","26","Golden Horn","Polytrack","777","Gelding","Shes Complete (IRE)","Oratorio (IRE)",
"2023-04-20","20:30:00","Chelmsford City","Ladies Day 22nd June Handicap","4yo+","Class 5",,"2m ","6621","Standard","5","5th","0.5","Kiss My Face","3","Ellison, B","6","Robinson, Ben","0","126","3.33",,"61","3 mins 36.12s","216.12","4.75","67","16","5","All Weather","0","0","2","0","3520","0","Handicap","raced wide tracked leaders, pushed along over 3f out, weakened over 1f out","5","Inside","Left Handed","Vsor","14","25","Nathaniel (IRE)","Polytrack","387","Gelding","Bridle Belle","Dansili",
"2023-04-20","13:30:00","Cheltenham","NAF Challenger Series Mares Hurdle Final Handicap Hurdle (GBB Race)","4yo+","Class 2",,"2m4.5f ","26015","Good","17","1st",,"Malaita","0","Rowley, Melanie","7","Edwards, Alex","0","148","20",,"107","4 mins 57.56s","297.56",,"115","20.5","1","National Hunt","0","0","4","0","4456","37","Handicap Hurdle","made all, ridden before last, edged left flat, held on gamely","16","None","Left Handed",,"59","10","Malinas (GER)","Very Undulating","26015","Mare","Aimela (FR)","Sagamix (FR)",
"2023-04-20","13:30:00","Cheltenham","NAF Challenger Series Mares Hurdle Final Handicap Hurdle (GBB Race)","4yo+","Class 2",,"2m4.5f ","26015","Good","17","2nd","0.5","Merry Poppins (GER)","0","McCain Jnr, D","6","Hughes, Brian","0","160","18",,"119","4 mins 57.56s","297.56","0.5","115","20.5","2","National Hunt","0","0","4","0","4456","37","Handicap Hurdle","tracked winner, ridden and every chance before last, carried left flat, stayed on","4","None","Left Handed","CkPc TT","49","17","Authorized (IRE)","Very Undulating","11960","Mare","Manita (IRE)","Peintre Celebre (USA)",
"2023-04-20","13:30:00","Cheltenham","NAF Challenger Series Mares Hurdle Final Handicap Hurdle (GBB Race)","4yo+","Class 2",,"2m4.5f ","26015","Good","17","3rd","1","Windtothelightning (IRE)","0","Greenall, Oliver","5","Brooke, Henry","0","158","5.5",,"117","4 mins 57.56s","297.56","1.5","115","20.5","3","National Hunt","0","0","4","0","4456","37","Handicap Hurdle","held up in mid-division, headway from 2 out, went 3rd approaching last, stayed on flat","9","None","Left Handed",,"41","4","Sans Frontieres (IRE)","Very Undulating","5980","Mare","Derrylea Girl (IRE)","Presenting",
"2023-04-20","13:30:00","Cheltenham","NAF Challenger Series Mares Hurdle Final Handicap Hurdle (GBB Race)","4yo+","Class 2",,"2m4.5f ","26015","Good","17","4th","5.5","Sashenka (GER)","0","Davis, D J S Ffrench","7","Ffrench Davis, Mr Ben","7","154","5","(Fav)","120","4 mins 57.56s","297.56","7","115","20.5","4","National Hunt","0","0","4","0","4456","37","Handicap Hurdle","prominent, ridden after 2 out, mistake last, went 4th flat, no impression on leaders","3","None","Left Handed",,"48","34","Maxios","Very Undulating","2990","Mare","Sarabia (GER)","One Cool Cat (USA)",
