racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","1st",,"Lihou","8","Evans, P D","7","Ryan, Rossa","0","128","3.33","(Fav)","82","0 mins 58.67s","58.67",,"81","5","1","Flat","0","0","3","0","1100","0","Handicap","tracked leaders stand side rail, squeezed through between horses to lead inside final furlong, ran on","3","Stands Side","Straight",,"7","66","Mayson","Very Undulating","10308","Gelding","Kodiac Island","Kodiac","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","2nd","NK","Recon Mission (IRE)","3","Carroll, A W","7","Kingscote, Richard","0","125","14",,"79","0 mins 58.67s","58.67","0.15","81","5","2","Flat","0","0","3","0","1100","0","Handicap","disputed lead until over 3f out, ridden to lead over 1f out, headed inside final furlong, ran on","7","Stands Side","Straight",,"216","45","Kodiac","Very Undulating","4834","Gelding","Ermine Ruby","Cape Cross (IRE)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","3rd","NSE","Kape Moss","2","Loughnane, David","4","Egan, David","0","127","3.5",,"81","0 mins 58.67s","58.67","0.18","81","5","3","Flat","0","0","3","0","1100","0","Handicap","slowly away, pushed along in rear, switched left 2f out, ridden and headway approaching final furlong, ran on","4","Stands Side","Straight",,"25","15","Equiano (FR)","Very Undulating","2418","Filly","Chrissycross (IRE)","Cape Cross (IRE)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","4th","1","Twilight Madness","4","Hodgson, Simon","5","Doyle, Hollie","0","133","6",,"87","0 mins 58.67s","58.67","1.18","81","5","4","Flat","0","0","3","0","1100","0","Handicap","raced wide, in touch, pushed along and headway over 1f out, ridden and soon every chance, no extra close home","2","Stands Side","Straight",,"117","23","Twilight Son","Very Undulating","1208","Horse","Rhal (IRE)","Rahy (USA)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","5th","1","Harb","6","Crate, Peter","4","Planas, Connor","5","117","8",,"76","0 mins 58.67s","58.67","2.1799999999999997","81","5","5","Flat","0","0","3","0","1100","0","Handicap","tracked leaders, ridden and every chance approaching final furlong, no extra towards finish","8","Stands Side","Straight",,"82","19","Muhaarar","Very Undulating","604","Gelding","Maid For Winning (USA)","Gone West (USA)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","6th","0.75","Angle Land","7","Cowell, R M H","4","Sayette, B D L","3","124","6",,"81","0 mins 58.67s","58.67","2.9299999999999997","81","5","6","Flat","0","0","3","0","1100","0","Handicap","dwelt in touch, ridden over 1f out, no impression","5","Stands Side","Straight","Vsor","10","26","Mayson","Very Undulating","302","Filly","Jumeirah Star (USA)","Street Boss (USA)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","7th","7.5","Pablo Del Pueblo (IRE)","5","Dow, S","5","Dobie, Georgia","3","114","12",,"71","0 mins 58.67s","58.67","10.43","81","5","7","Flat","0","0","3","0","1100","0","Handicap","disputed lead, led over 3f out, ridden and headed over 1f out, weakened final furlong","9","Stands Side","Straight",,"25","27","Kodiac","Very Undulating","0","Gelding","Solar Event","Galileo (IRE)","89",
"2023-04-25","13:50:00","Epsom","Indigenous Handicap","4yo+","Class 3",,"5f ","10308","Soft","8","8th","2.25","Dig Two (IRE)","9","Sangster, Ollie","4","Murphy, Oisin","0","135","5",,"89","0 mins 58.67s","58.67","12.68","81","5","8","Flat","0","0","3","0","1100","0","Handicap","always towards rear, never on terms","1","Stands Side","Straight","Blnk","15","15","Cotai Glory","Very Undulating","0","Gelding","Vulnicura (IRE)","Frozen Power (IRE)","89",
"2023-04-25","14:25:00","Epsom","Weatherbys Digital Solutions Blue Riband Trial (Listed)","3yo","Class 1","Listed Race","1m2.5f ","28355","Soft","5","1st",,"Epictetus (IRE)","3","Gosden, John and Thady","3","Dettori, L","0","129","0.4","(Fav)","111","2 mins 20.00s","140",,"98","10.5","1","Flat","0","0","2","0","2217","45","Non-Handicap","keen early, tracked leaders, headway to lead approaching final 2f, ridden over 1f out, pushed out","1","Inside","Left Handed",,"185","3","Kingman","Very Undulating","28355","Colt","Thistle Bird","Selkirk (USA)","111",
"2023-04-25","14:25:00","Epsom","Weatherbys Digital Solutions Blue Riband Trial (Listed)","3yo","Class 1","Listed Race","1m2.5f ","28355","Soft","5","2nd","0.75","Hadrianus (IRE)","2","Johnston, Charlie","3","Buick, William","0","129","9",,"0","2 mins 20.00s","140","0.75","98","10.5","2","Flat","0","0","2","0","2217","45","Non-Handicap","led 1f, tracked leader, ridden to chase winner entering final 2f, stayed on one pace","2","Inside","Left Handed",,"130","2","Galileo (IRE)","Very Undulating","10750","Colt","Laugh Out Loud","Clodovil (IRE)","111",
"2023-04-25","14:25:00","Epsom","Weatherbys Digital Solutions Blue Riband Trial (Listed)","3yo","Class 1","Listed Race","1m2.5f ","28355","Soft","5","3rd","0.75","Cite Dor (FR)","5","Eustace, Harry","3","Jamin, Pierre-Louis","0","124","33",,"98","2 mins 20.00s","140","1.5","98","10.5","3","Flat","0","0","2","0","2217","45","Non-Handicap","close up, pushed along 4f out, ridden 2f out, stayed on towards finish","6","Inside","Left Handed",,"212","5","Galiway","Very Undulating","5380","Filly","Tin Rebel (FR)","Tin Horse (IRE)","111",
"2023-04-25","14:25:00","Epsom","Weatherbys Digital Solutions Blue Riband Trial (Listed)","3yo","Class 1","Listed Race","1m2.5f ","28355","Soft","5","4th","6.5","Think First (IRE)","4","Tate, James","3","Ryan, Rossa","0","129","25",,"92","2 mins 20.00s","140","8","98","10.5","4","Flat","0","0","2","0","2217","45","Non-Handicap","close up in rear, pushed along over 2f out, not trouble leaders","5","Inside","Left Handed",,"190","4","Kessaar (IRE)","Very Undulating","2680","Colt","Willow Beck","Shamardal (USA)","111",
"2023-04-25","14:25:00","Epsom","Weatherbys Digital Solutions Blue Riband Trial (Listed)","3yo","Class 1","Listed Race","1m2.5f ","28355","Soft","5","5th","5","Stormbuster","1","Balding, A M","3","Murphy, Oisin","0","129","3.33",,"99","2 mins 20.00s","140","13","98","10.5","5","Flat","0","0","2","0","2217","45","Non-Handicap","led after 1f, pushed along and headed approaching final 2f, weakened entering final furlong","4","Inside","Left Handed",,"185","5","Dubawi (IRE)","Very Undulating","1345","Colt","Barshiba (IRE)","Barathea (IRE)","111",
"2023-04-25","15:00:00","Epsom","Betfred City And Suburban Handicap","4yo+","Class 2",,"1m2.5f ","25770","Soft","8","1st",,"Bad Company","5","Boyle, J R","6","Cosgrave, Pat","0","124","6.5",,"91","2 mins 19.20s","139.2",,"96","10.5","1","Flat","0","0","3","0","2217","45","Handicap","tracked leader, grabbed stand side rail over 2f out, ridden to lead over 1f out, ran on","7","Inside","Left Handed","CkPc","23","32","Fast Company (IRE)","Very Undulating","25770","Gelding","Clearing","Sleeping Indian","99",
"2023-04-25","15:00:00","Epsom","Betfred City And Suburban Handicap","4yo+","Class 2",,"1m2.5f ","25770","Soft","8","2nd","1.5","Caius Chorister (FR)","9","Menuisier, David","4","Sayette, B D L","3","127","6",,"97","2 mins 19.20s","139.2","1.5","96","10.5","2","Flat","0","0","3","0","2217","45","Handicap","led, ridden and headed over 1f out, kept on one pace","3","Inside","Left Handed",,"200","11","Golden Horn","Very Undulating","12085","Filly","Corpus Chorister (FR)","Soldier Of Fortune (IRE)","99",
"2023-04-25","15:00:00","Epsom","Betfred City And Suburban Handicap","4yo+","Class 2",,"1m2.5f ","25770","Soft","8","3rd","3.75","Soto Sizzler","8","Moore, G L","8","Queally, T P","0","132","12",,"99","2 mins 19.20s","139.2","5.25","96","10.5","3","Flat","0","0","3","0","2217","45","Handicap","held up in rear, wide and headway over 1f out, keeping on same pace when edged left inside final furlong","2","Inside","Left Handed","CkPc","15","30","Mastercraftsman (IRE)","Very Undulating","6045","Gelding","Jalousie (IRE)","Barathea (IRE)","99",
"2023-04-25","15:00:00","Epsom","Betfred City And Suburban Handicap","4yo+","Class 2",,"1m2.5f ","25770","Soft","8","4th","0.75","Fantastic Fox","6","Varian, Roger","5","Egan, David","0","130","8",,"97","2 mins 19.20s","139.2","6","96","10.5","4","Flat","0","0","3","0","2217","45","Handicap","close up, pushed along and headway 2f out, kept on same pace final furlong","4","Inside","Left Handed",,"168","13","Frankel","Very Undulating","3020","Gelding","Vasilia","Dansili","99",
"2023-04-25","15:00:00","Epsom","Betfred City And Suburban Handicap","4yo+","Class 2",,"1m2.5f ","25770","Soft","8","5th","0.75","Scampi","3","Balding, A M","5","Murphy, Oisin","0","119","5",,"86","2 mins 19.20s","139.2","6.75","96","10.5","5","Flat","0","0","3","0","2217","45","Handicap","steadied start, held up, wide and headway 2f out, ridden and switched to stand side inside final furlong, kept on final furlong","9","Inside","Left Handed","Hood","222","20","Nayef (USA)","Very Undulating","1510","Gelding","Preveza (FR)","Dalakhani (IRE)","99",
