racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","1st",,"Fier Jaguen (FR)","0","Gibbs, B","8","Gibbs, Mr B","3","163","0.83","(Fav)","0","4 mins 10.44s","250.44",,"106.5","16.5","1","National Hunt","0","0","3","0","3582","0","Hunters Chase","jumped right, led 1st, jumped badly right 5th and 8th, not fluent 2 out, soon pushed along, ran on well from last","6","None","Left Handed"," TT","22","3","No Risk At All (FR)","Very Undulating","2823","Gelding","Victoire Jaguine (FR)","Saint Des Saints (FR)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","2nd","1.25","Caryto Des Brosses (FR)","0","Kemp, D J","11","Peters, Mr D","3","166","3",,"127","4 mins 10.44s","250.44","1.25","106.5","16.5","2","National Hunt","0","0","3","0","3582","0","Hunters Chase","midfield, went third approaching 9th, pushed along to go second 3 out, ridden to challenge after last, kept on well","2","None","Left Handed",,"42","6","Maresca Sorrento (FR)","Very Undulating","1412","Gelding","Idole Des Brosses (FR)","Port Etienne (FR)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","3rd","9","Envious Editor (IRE)","0","Brookshaw, Miss H","9","Jackson-Fennell, Miss A","7","165","5",,"123","4 mins 10.44s","250.44","10.25","106.5","16.5","3","National Hunt","0","0","3","0","3582","0","Hunters Chase","towards rear, jumped right and mistake 5th, headway into midfield next, chased leaders 10th, pushed along before 2 out, kept on one pace from last","1","None","Left Handed",,"43","22","Aizavoski (IRE)","Very Undulating","706","Gelding","Moll The Rol (IRE)","Beneficial","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","4th","5","Precious Bounty (IRE)","0","Ellis, T","9","Callwood, Miss Ellie","7","159","10",,"106","4 mins 10.44s","250.44","15.25","106.5","16.5","4","National Hunt","0","0","3","0","3582","0","Hunters Chase","midfield, took closer order before 6th, went second after 7th, lost second 3 out, no extra from next","9","None","Left Handed",,"12","17","Yeats (IRE)","Very Undulating","353","Gelding","Zaharath Al Bustan","Gulch (USA)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","5th","6.5","Santon (IRE)","0","Morgan, Miss Kelly","8","Micklewright, Miss M","7","162","18",,"107","4 mins 10.44s","250.44","21.75","106.5","16.5","5","National Hunt","0","0","3","0","3582","0","Hunters Chase","towards rear, ridden before 3 out, made no impression","3","None","Left Handed","Vsor TT","66","10","Scorpion (IRE)","Very Undulating","0","Gelding","Nutmeg Tune (IRE)","Accordion (IRE)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","6th","24","Takethepunishment","0","McKie, Mrs I","13","Orpwood, Nick","3","166","40",,"107","4 mins 10.44s","250.44","45.75","106.5","16.5","6","National Hunt","0","0","3","0","3582","0","Hunters Chase","chased leaders, jumped left 1st, lost place 4th, dropped to rear 10th, ridden before 3 out, soon struggling","4","None","Left Handed",,"359","3","Revoque (IRE)","Very Undulating","0","Gelding","Your Punishment (IRE)","Montelimar (USA)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","7th","5.5","Famoso (IRE)","0","Hiscock , G","7","Hiscock, Mr G","7","159","125",,"90","4 mins 10.44s","250.44","51.25","106.5","16.5","7","National Hunt","0","0","3","0","3582","0","Hunters Chase","mid-division, headway 9th, ridden approaching 3 out, weakened before 2 out","5","None","Left Handed","CkPc TT","371","12","Fame And Glory","Very Undulating","0","Gelding","Mucho Macabi (IRE)","Exceed And Excel (AUS)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","PU",,"Rewritetherules (IRE)","0","OBrien, David","9","OBrien, David","7","159","22",,"104","4 mins 10.44s","250.44",,"106.5","16.5","PU","National Hunt","0","0","3","0","3582","0","Hunters Chase","prominent, went second after 4th, jumped right and not fluent 5th, lost second after 7th, dropped to midfield 9th, weakened next, pulled up before 2 out","10","None","Left Handed"," TT","22","23","Jeremy (USA)","Very Undulating",,"Gelding","Kachina (IRE)","Mandalus (IRE)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","PU",,"Fils Spirituel (FR)","0","Mansell, Mrs Julie","8","Herbison, Miss E","7","159","66",,"115","4 mins 10.44s","250.44",,"106.5","16.5","PU","National Hunt","0","0","3","0","3582","0","Hunters Chase","held up in rear, pushed along before 3 out, soon beaten, pulled up approaching next","7","None","Left Handed",,"1171","4","Presenting","Very Undulating",,"Gelding","Toque Rouge (FR)","Loup Solitaire (USA)","127",
"2023-05-05","16:50:00","Cheltenham","John Wyke Aka Mr Guinness Memorial Open Hunters Chase","5yo+","Class 5",,"2m.5f ","2823","Good","10","PU",,"Josh The Plod (IRE)","0","Cundy, Rob","9","Buckle, Charles","7","159","100",,"0","4 mins 10.44s","250.44",,"106.5","16.5","PU","National Hunt","0","0","3","0","3582","0","Hunters Chase","led, headed 1st, lost second after 4th, jumped right next, lost place 7th, soon dropped to rear, pulled up before 4 out","8","None","Left Handed","CkPc","2088","5","Arcano (IRE)","Very Undulating",,"Gelding","Dune Breeze (IRE)","Azamour (IRE)","127",
