racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-14","15:45:00","Hamilton","Sky Bet Sunday Series EBF Maiden Stakes (GBB Race)","2yo","Class 3",,"5f ","10308","Good To Soft","5","1st",,"Golden Arrow (IRE)","2","Haynes, Alice","2","ONeill, K T","0","133","1.63",,"0","1 mins 1.16s","61.16",,"0","5","1","Flat","0","0","2","0","1107","0","Maiden","chased leaders, ridden to lead approaching final furlong, stayed on well, always in control","1","Stands Side","Straight",,"None","0","Havana Grey","Undulating","10308","Colt","Music Pearl (IRE)","Oratorio (IRE)","0",
"2023-05-14","15:45:00","Hamilton","Sky Bet Sunday Series EBF Maiden Stakes (GBB Race)","2yo","Class 3",,"5f ","10308","Good To Soft","5","2nd","0.75","Moonstone Boy (IRE)","5","Jardine, I","2","Mullen, Andrew","0","133","1.25","(Fav)","0","1 mins 1.16s","61.16","0.75","0","5","2","Flat","0","0","2","0","1107","0","Maiden","prominent on inside, ridden upsides 2f out, every chance final furlong when outpaced, kept on well","4","Stands Side","Straight",,"14","2","Calyx","Undulating","4834","Colt","Star Fire","Dark Angel (IRE)","0",
"2023-05-14","15:45:00","Hamilton","Sky Bet Sunday Series EBF Maiden Stakes (GBB Race)","2yo","Class 3",,"5f ","10308","Good To Soft","5","3rd","0.5","Golden Mind (IRE)","4","Fahey, R A","2","Orr, Oisin","0","133","9",,"0","1 mins 1.16s","61.16","1.25","0","5","3","Flat","0","0","2","0","1107","0","Maiden","slowly away, held up on outside, pushed along 2f out, every chance when almost upsides final furlong, soon outpaced, kept on","2","Stands Side","Straight",,"None","0","Galileo Gold","Undulating","2418","Colt","Sagely (IRE)","Frozen Power (IRE)","0",
"2023-05-14","15:45:00","Hamilton","Sky Bet Sunday Series EBF Maiden Stakes (GBB Race)","2yo","Class 3",,"5f ","10308","Good To Soft","5","4th","SH","Irish Nectar","3","Ryan, K A","2","Eaves, Tom","0","133","14",,"0","1 mins 1.16s","61.16","1.3","0","5","4","Flat","0","0","2","0","1107","0","Maiden","dwelt start, in rear, ridden off pace over 1f out, stayed on strongly final 100 yards (promising)","3","Stands Side","Straight",,"None","0","Invincible Spirit (IRE)","Undulating","1208","Colt","Pacos Angel","Paco Boy (IRE)","0",
"2023-05-14","15:45:00","Hamilton","Sky Bet Sunday Series EBF Maiden Stakes (GBB Race)","2yo","Class 3",,"5f ","10308","Good To Soft","5","5th","4.5","Kandy House (IRE)","1","Johnston, Charlie","2","Curtis, B A","0","128","10",,"0","1 mins 1.16s","61.16","5.8","0","5","5","Flat","0","0","2","0","1107","0","Maiden","led, ridden and hard pressed 2f out, headed approaching final furlong, no extra","5","Stands Side","Straight",,"24","1","Invincible Spirit (IRE)","Undulating","604","Filly","Gower Song","Singspiel (IRE)","0",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","1st",,"Quintus Arrius (IRE)","3","Ryan, K A","3","Eaves, Tom","0","134","5",,"79","1 mins 12.13s","72.13",,"78","6","1","Flat","0","0","3","0","1326","0","Handicap","mid-division far side, upsides going well 2f out, ridden to lead final furlong, soon hard pressed, ran on well, on top close home","4","Stands Side","Straight","CkPc","11","4","Mehmas (IRE)","Undulating","14947","Colt","Juxtaposed","Three Valleys (USA)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","2nd","NK","Mountain Warrior","1","Bethell, Ed","3","Rodriguez, Callum","0","133","5.5",,"78","1 mins 12.13s","72.13","0.15","78","6","2","Flat","0","0","3","0","1326","0","Handicap","held up far side, ridden 2f out, headway to challenge final furlong, could not go pace of winner close home, kept on","6","Stands Side","Straight",,"35","3","Brazen Beau (AUS)","Undulating","7009","Gelding","Plucky","Kyllachy","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","3rd","2.25","Installation","13","Fahey, R A","3","Orr, Oisin","0","133","14",,"78","1 mins 12.13s","72.13","2.4","78","6","3","Flat","0","0","3","0","1326","0","Handicap","in rear, pushed along off pace 2f out, rapid headway near side final furlong, kept on well for 3rd without threatening","7","Stands Side","Straight","Vsor","24","4","Tasleet","Undulating","3506","Colt","Silent Music (IRE)","Peintre Celebre (USA)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","4th","0.5","Mereside Diva (IRE)","12","Barron, T D","3","Curtis, B A","0","121","9",,"66","1 mins 12.13s","72.13","2.9","78","6","4","Flat","0","0","3","0","1326","0","Handicap","mid-division near side, pushed along over 2f out, some headway approaching final furlong, kept on well for 4th","12","Stands Side","Straight",,"15","4","Ivawood (IRE)","Undulating","1752","Filly","Mujaesce (ITY)","Mujahid (USA)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","5th","0.5","Hougoumont","2","Camacho, Miss J A","3","Lee, G","0","134","6.5",,"79","1 mins 12.13s","72.13","3.4","78","6","5","Flat","0","0","3","0","1326","0","Handicap","mid-division far side, pushed along 2f out, outpaced final furlong, plugged on","3","Stands Side","Straight",,"219","4","Rajasinghe (IRE)","Undulating","876","Gelding","New Road Side","Paco Boy (IRE)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","6th","2.25","Honour Your Dreams (FR)","5","Keatley, Adrian Paul","3","Sexton, Ryan","3","122","9",,"70","1 mins 12.13s","72.13","5.65","78","6","6","Flat","0","0","3","0","1326","0","Handicap","prominent, ridden to lead 2f out, headed final furlong, no extra final 100 yards","10","Stands Side","Straight","CkPc","3","12","Dream Ahead (USA)","Undulating","438","Gelding","Golconde (IRE)","Modigliani (USA)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","7th","NK","Kelpie Grey","8","Goldie, J S","3","Loughnane, Mr Billy","3","121","10",,"69","1 mins 12.13s","72.13","5.800000000000001","78","6","7","Flat","0","0","3","0","1326","0","Handicap","mid-division, pushed along and made no impression 2f out, plugged on final furlong","11","Stands Side","Straight",,"6","5","Havana Grey","Undulating","0","Gelding","Malelane (IRE)","Prince Sabo","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","8th","1.75","Hour By Hour","4","Jardine, I","3","Mullen, Andrew","0","131","4.5","(Fav)","76","1 mins 12.13s","72.13","7.550000000000001","78","6","8","Flat","0","0","3","0","1326","0","Handicap","handy far side, pushed along and outpaced 2f out, no extra final furlong","8","Stands Side","Straight",,"15","8","Time Test","Undulating","0","Gelding","Steppe By Steppe","Zamindar (USA)","80",
"2023-05-14","16:15:00","Hamilton","Race To A Cure For MND 3YO Sprint Handicap","3yo","Class 4",,"6f ","14947","Good To Soft","12","9th","1.5","Hoof It Hoof It (IRE)","7","Easterby, T D","3","Fentiman, Duran","0","134","80",,"79","1 mins 12.13s","72.13","9.05","78","6","9","Flat","0","0","3","0","1326","0","Handicap","led, ridden and headed 2f out, weakened thereafter","5","Stands Side","Straight",,"219","6","Prince Of Lir (IRE)","Undulating",,"Filly","So Devoted (IRE)","Holy Roman Emperor (IRE)","80",
