racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","1st",,"Refuge","6","Easterby, M W","6","Garritty, Billy","0","133","7",,"66","0 mins 59.97s","59.97",,"62.5","5","1","Flat","8.49356334","3.73270372","2","2","1107","0","Handicap","handy, switched right and pressed leader well over 1f out, ridden and led over 1f out, stayed on well","3","Stands Side","Straight"," TT","13","33","Harbour Watch (IRE)","Undulating","4187","Gelding","Beldale Memory (IRE)","Camacho","69",
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","2nd","1.25","Gustav Graves","3","Shaw, D","5","Sullivan, James P","0","126","3",,"59","0 mins 59.97s","59.97","1.25","62.5","5","2","Flat","4.88924351","2.55809338","2","2","1107","0","Handicap","chased leaders on outside, pushed along 2f out, ridden and went 2nd 110 yards out, no impression on winner","4","Stands Side","Straight","Hood","12","27","Bobbys Kitten (USA)","Undulating","1965","Gelding","Bondesire","Misu Bond (IRE)","69",
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","3rd","0.5","Burj Malinka (IRE)","2","Nicholls, Adrian","5","Murtagh, Connor","0","136","1.75","(Fav)","69","0 mins 59.97s","59.97","1.75","62.5","5","3","Flat","2.86","1.67","2","2","1107","0","Handicap","soon led on rail, faced challenge well over 1f out, pushed along and headed over 1f out, ran on one pace","1","Stands Side","Straight","CkPc","17","18","Pride Of Dubai (AUS)","Undulating","982","Gelding","Malinka (IRE)","Pivotal","69",
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","4th","2.25","Rory","5","Goldie, J S","5","Mulrennan, Paul","0","135","2.5",,"68","0 mins 59.97s","59.97","4","62.5","5","4","Flat","4.3","2.1407955","2","2","1107","0","Handicap","pushed along in rear, plugged on same pace, never on terms","2","Stands Side","Straight","CkPc","29","30","Orientor","Undulating","491","Gelding","Eternal Instinct","Exceed And Excel (AUS)","69",
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","5th","0.5","Sharrabang","1","Barclay, Stella","7","Waugh, Amie","5","111","12",,"49","0 mins 59.97s","59.97","4.5","62.5","5","5","Flat","15.5","5.8","2","2","1107","0","Handicap","prominent, ridden and faded well over 1f out","6","Stands Side","Straight",,"52","57","Coach House (IRE)","Undulating","245","Gelding","Dulally","Dubawi (IRE)","69",
"2023-05-07","13:30:00","Hamilton","Les Hoey MBE Dreammaker Foundation Handicap","4yo+","Class 5",,"5f ","4187","Good To Soft","6","6th","6","Burtonlodge Beauty (IRE)","4","Perratt, Miss L A","4","Hardie, Cameron","0","116","28",,"49","0 mins 59.97s","59.97","10.5","62.5","5","6","Flat","44.05408971","12.5","2","2","1107","0","Handicap","chased leaders, ridden over 2f out, weakened over 1f out","5","Stands Side","Straight","CkPc","93","22","Bungle Inthejungle","Undulating","0","Filly","Katevan (IRE)","Heliostatic (IRE)","69",
"2023-05-07","14:05:00","Hamilton","Patersons Of Greenoakhill Buttonhook Handicap","4yo+","Class 3",,"1m5f ","15462","Good To Soft","10","1st",,"Postileo (IRE)","1","Varian, Roger","6","Dawson, R","0","135","6",,"95","2 mins 49.78s","169.78",,"84","13","1","Flat","8.2","2.8414793","3","3","2876","0","Handicap","handy, pushed along 3f out and not clear run on rail, ridden and headway between rivals over 1f out, led under 110 yards, stayed on strongly to assert","2","Outside","Right Handed",,"562","9","Galileo (IRE)","Undulating","15462","Gelding","Posterity (IRE)","Indian Ridge (IRE)","97",
"2023-05-07","14:05:00","Hamilton","Patersons Of Greenoakhill Buttonhook Handicap","4yo+","Class 3",,"1m5f ","15462","Good To Soft","10","2nd","1.25","Faylaq","2","Goldie, J S","7","Mulrennan, Paul","0","125","7.5",,"85","2 mins 49.78s","169.78","1.25","84","13","2","Flat","9.22480014","3.18743222","3","3","2876","0","Handicap","dwelt, in rear, headway travelling strongly well over 2f out, soon waiting for gap, switched left and in clear 1f out, ridden inside last and stayed on well","5","Outside","Right Handed",,"183","27","Dubawi (IRE)","Undulating","7251","Gelding","Danedream (GER)","Lomitas","97",
"2023-05-07","14:05:00","Hamilton","Patersons Of Greenoakhill Buttonhook Handicap","4yo+","Class 3",,"1m5f ","15462","Good To Soft","10","3rd","SH","Good Show","6","Dalgleish, Keith","4","Tudhope, Daniel","0","128","5",,"88","2 mins 49.78s","169.78","1.3","84","13","3","Flat","6","2.44036062","3","3","2876","0","Handicap","front mid-division, pushed along 3f out, switched left over 2f out, ridden well over 1f out, kept on inside last, never nearer","3","Outside","Right Handed",,"29","4","Nathaniel (IRE)","Undulating","3627","Gelding","Maleficent Queen","Mount Nelson","97",
"2023-05-07","14:05:00","Hamilton","Patersons Of Greenoakhill Buttonhook Handicap","4yo+","Class 3",,"1m5f ","15462","Good To Soft","10","4th","0.5","Zimmerman","9","Easterby, T D","4","Allan, David","0","121","4.5","(Fav)","81","2 mins 49.78s","169.78","1.8","84","13","4","Flat","6.8","2.35022715","3","3","2876","0","Handicap","mid-division, headway over 3f out, soon pushed along and pressed leaders, ridden and every chance 1f out, no extra well inside last","7","Outside","Right Handed","CkPc","15","17","Poets Voice","Undulating","1812","Gelding","Cresta Gold","Halling (USA)","97",
