racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","1st",,"Symbol of Hope","7","Harris, Miss G","5","Dawson, R","0","137","5.5","(Fav)","62","1 mins 10.76s","70.76",,"53","5.5","1","Flat","7.8","2.9939073","3","3","1260","0","Handicap","made all, ridden over 1f out, ran on well final furlong","1","Centre","Left Handed","CkPc","16","32","Dandy Man (IRE)","Flat","3245","Gelding","Catalina Bay (IRE)","Pastoral Pursuits","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","2nd","1.5","Fair And Square","6","Harris, R A","4","Planas, Connor","5","122","7",,"52","1 mins 10.76s","70.76","1.5","53","5.5","2","Flat","11.76153449","3.72557923","3","3","1260","0","Handicap","prominent, ridden over 1f out, went clear second 1f out, kept on well","8","Centre","Left Handed","Blnk","1","34","Kodiac","Flat","1523","Gelding","Slatey Hen (IRE)","Acclamation","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","3rd","1.5","The Daley Express (IRE)","1","Harris, R A","9","Probert, David","0","134","20",,"59","1 mins 10.76s","70.76","3","53","5.5","3","Flat","25.89762868","7","3","3","1260","0","Handicap","midfield, pushed along over 2f out, headway over 1f out, ridden inside final furlong, kept on","3","Centre","Left Handed","CkPc","16","68","Elzaam (AUS)","Flat","761","Gelding","Seraphina (IRE)","Pips Pride","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","4th","NK","The Cola Kid","11","Harris, Miss G","6","ONeill, K T","0","125","18",,"50","1 mins 10.76s","70.76","3.15","53","5.5","4","Flat","23.86526276","6.00110657","3","3","1260","0","Handicap","midfield, took closer order over 2f out, pushed along over 1f out, kept on one pace final furlong","10","Centre","Left Handed","Blnk TT","13","38","Lethal Force (IRE)","Flat","381","Gelding","Georges Gift","Haafhd","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","5th","HD","Shesadabber","10","Evans, P D","7","Shepherd, Callum","0","135","6.5",,"60","1 mins 10.76s","70.76","3.25","53","5.5","5","Flat","9.32412625","3.02746842","3","3","1260","0","Handicap","prominent, ridden 2f out, kept on one pace final furlong","2","Centre","Left Handed",,"16","38","Heeraat (IRE)","Flat","190","Mare","Saorocain (IRE)","Kheleyf (USA)","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","6th","1.5","Diamond Cottage","3","Saunders, M S","6","Carson, William","0","134","6.5",,"59","1 mins 10.76s","70.76","4.75","53","5.5","6","Flat","8.6417036","2.84608735","3","3","1260","0","Handicap","towards rear, ridden 2f out, plugged on one pace final furlong, never in contention","4","Centre","Left Handed","Hood","18","37","Cappella Sansevero","Flat","0","Mare","Avrilo","Piccolo","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","7th","NK","Bear To Dream (IRE)","12","Attwater, M J","4","Havlin, Robert","0","133","6",,"58","1 mins 10.76s","70.76","4.9","53","5.5","7","Flat","8","2.96302586","3","3","1260","0","Handicap","towards rear, made some headway inside final furlong, never nearer","5","Centre","Left Handed",,"21","17","Kodi Bear (IRE)","Flat","0","Filly","Wind In Her Sails (IRE)","Lilbourne Lad (IRE)","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","8th","NK","Savalas (IRE)","13","Wintle, A","8","Hunt, Miss Amy","7","116","28",,"48","1 mins 10.76s","70.76","5.05","53","5.5","8","Flat","35.375894","8.2","3","3","1260","0","Handicap","midfield, ridden over 1f out, made no impression","11","Centre","Left Handed","CkPc","50","49","Zebedee","Flat","0","Gelding","Tap The Dot (IRE)","Sharp Humor (USA)","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","9th","NK","More Than Likely","5","Evans, Mrs N S","7","Currie, Nicola","0","127","40",,"52","1 mins 10.76s","70.76","5.2","53","5.5","9","Flat","76.19658201","17.5","3","3","1260","0","Handicap","took keen hold, towards rear, pushed along over 1f out, made no impression","9","Centre","Left Handed",,"248","28","Coach House (IRE)","Flat",,"Mare","Moss Likely (IRE)","Clodovil (IRE)","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","10th","0.5","Delagate The Lady","8","Brisland, Robyn","7","Osborne, Saffie","0","128","14",,"53","1 mins 10.76s","70.76","5.7","53","5.5","10","Flat","16.1508048","5.26880741","3","3","1260","0","Handicap","prominent, ridden over 1f out, edged left inside final furlong, weakened final 50yds","7","Centre","Left Handed",,"32","32","Delegator","Flat",,"Mare","Lady Phill","Avonbridge","62",
"2023-05-17","17:10:00","Bath","Star Sports Bet Handicap","4yo+","Class 6",,"5.5f ","3245","Good","13","11th","HD","Hagia Sophia","4","Mason, Christopher","5","Mangan, Gina","3","128","7.5",,"56","1 mins 10.76s","70.76","5.8","53","5.5","11","Flat","12.0514843","3.47041565","3","3","1260","0","Handicap","held up in rear, headway and ridden over 1f out, no extra inside final furlong","6","Centre","Left Handed",,"15","13","Territories (IRE)","Flat",,"Mare","Aarti (IRE)","Oasis Dream","62",
