racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","1st",,"Ziggys Phoenix (IRE)","1","Hannon (Jnr), Richard","2","Moore, Ryan","0","125","2.25","(Fav)","0","1 mins 6.50s","66.5",,"0","5","1","Flat","0","0","3","0","1115","20","Non-Handicap","quickly away, made all, ridden inside final furlong, ran on well, unchallenged","11","Inside","Left Handed",,"20","2","Kodiac","Flat","15288","Filly","Elmaliya (IRE)","Sepoy (AUS)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","2nd","0.5","Ziggys Dream (IRE)","6","Haynes, Alice","2","ONeill, K T","0","125","3.5",,"0","1 mins 6.50s","66.5","0.5","0","5","2","Flat","0","0","3","0","1115","20","Non-Handicap","slowly into stride, off the pace in last pair, still plenty to do when not clear run and switched right over 1f out, strong run inside final furlong, went 2nd towards finish, not reach winner, unlucky","10","Inside","Left Handed",,"11","1","Inns Of Court (IRE)","Flat","7167","Filly","Shifting (IRE)","Oratorio (IRE)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","3rd","1","Balon Dor","11","Palmer, Hugo","2","Curtis, B A","0","130","5",,"0","1 mins 6.50s","66.5","1.5","0","5","3","Flat","0","0","3","0","1115","20","Non-Handicap","soon chasing winner, ridden over 1f out, keeping on same pace and held when weakened into 3rd towards finish","2","Inside","Left Handed",,"32","1","Kodiac","Flat","3588","Colt","Usra (IRE)","Requinto (IRE)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","4th","2.25","Tierney (IRE)","5","Palmer, Hugo","2","Murphy, Oisin","0","125","11",,"0","1 mins 6.50s","66.5","3.75","0","5","4","Flat","0","0","3","0","1115","20","Non-Handicap","raced keenly in mid-division, headway on inside 2f out, chased leaders over 1f out, weakened inside final furlong","9","Inside","Left Handed",,"None","0","Mehmas (IRE)","Flat","1791","Filly","Madam Macie (IRE)","Bertolini (USA)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","5th","NSE","Myconian (IRE)","7","Murphy, Amy","2","Stott, Kevin","0","133","14",,"0","1 mins 6.50s","66.5","3.7800000000000002","0","5","5","Flat","0","0","3","0","1115","20","Non-Handicap","chased winner early, remained prominent, pushed along 2f out, ridden over 1f out, weakened inside final furlong","1","Inside","Left Handed",,"10","1","Magna Grecia (IRE)","Flat","897","Colt","Sirici (IRE)","Choisir (AUS)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","6th","3.25","Shes Smart (IRE)","9","Evans, P D","2","Ryan, Rossa","0","125","10",,"0","1 mins 6.50s","66.5","7.03","0","5","6","Flat","0","0","3","0","1115","20","Non-Handicap","off the pace towards rear, pushed along and struggling halfway, never involved","8","Inside","Left Handed",,"21","2","Dandy Man (IRE)","Flat","444","Filly","Chasing The Rain","Toronado (IRE)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","7th","1.75","John Steed (IRE)","10","Loughnane, David","2","Pearson, Laura","0","130","14",,"0","1 mins 6.50s","66.5","8.780000000000001","0","5","7","Flat","0","0","3","0","1115","20","Non-Handicap","off the pace and always towards rear, never on terms","5","Inside","Left Handed",,"9","1","Inns Of Court (IRE)","Flat","225","Colt","Explosive Lady (IRE)","Alfred Nobel (IRE)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","8th","0.75","Alfa Moonstone","2","Lidster, Craig","2","Hanagan, Paul","0","125","25",,"0","1 mins 6.50s","66.5","9.530000000000001","0","5","8","Flat","0","0","3","0","1115","20","Non-Handicap","started very slowly, lost many lengths and no chance after","7","Inside","Left Handed",,"None","0","Havana Grey","Flat","111","Filly","Blithe Spirit","Byron","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","9th","HD","Parkside Boy (IRE)","4","ODonoghue, John","2","Atzeni, Andrea","0","130","9",,"0","1 mins 6.50s","66.5","9.63","0","5","9","Flat","0","0","3","0","1115","20","Non-Handicap","keen in mid-division, pushed along between horses 2f out, ridden and weakened over 1f out","6","Inside","Left Handed",,"26","1","Kuroshio (AUS)","Flat",,"Colt","Carry On Katie (USA)","Fasliyev (USA)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","10th","1.75","Dandy Fitz (IRE)","3","Easterby, T D","2","Hardie, Cameron","0","130","300",,"0","1 mins 6.50s","66.5","11.379999999999999","0","5","10","Flat","0","0","3","0","1115","20","Non-Handicap","chased leaders on inside, weakened final furlong","4","Inside","Left Handed",,"20","1","Dandy Man (IRE)","Flat",,"Colt","New Magic (IRE)","Statue Of Liberty (USA)","0",
"2023-05-10","13:30:00","Chester","CAA Stellar Lily Agnes Conditions Stakes (GBB Race)","2yo","Class 2",,"5f ","15288","Soft","11","11th","4.25","Dan Dee Prince (IRE)","8","Dascombe, Tom","2","Kingscote, Richard","0","130","28",,"0","1 mins 6.50s","66.5","15.63","0","5","11","Flat","0","0","3","0","1115","20","Non-Handicap","raced wide in mid-division, pushed along halfway, soon beaten","3","Inside","Left Handed",,"16","1","Dandy Man (IRE)","Flat",,"Colt","Karamaya (IRE)","Invincible Spirit (IRE)","0",
"2023-05-10","14:05:00","Chester","tote 100k Guaranteed Placepot Every Day Handicap","3yo","Class 3",,"5f ","15288","Soft","10","1st",,"Danger Alert","5","Boughey, George","3","Buick, William","0","130","12",,"88","1 mins 6.75s","66.75",,"84.5","5","1","Flat","0","0","3","0","1115","20","Handicap","held up off the pace in mid-division, closer on inside 2f out, switched right 2f out, hampered and lost momentum over 1f out, ridden and rallied inside final furlong, ran on to lead final strides","5","Inside","Left Handed","Blnk","33","11","Ardad (IRE)","Flat","15288","Gelding","Sandy Times (IRE)","Footstepsinthesand","93",
"2023-05-10","14:05:00","Chester","tote 100k Guaranteed Placepot Every Day Handicap","3yo","Class 3",,"5f ","15288","Soft","10","2nd","HD","Jer Batt (IRE)","12","Barron, T D","3","Loughnane, Mr Billy","3","119","2.75","(Fav)","80","1 mins 6.75s","66.75","0.1","84.5","5","2","Flat","0","0","3","0","1115","20","Handicap","off the pace in 7th, headway out wide chasing leaders 2f out, went 2nd hung left and hampered winner over 1f out, led and hung left inside final furlong, soon ridden, headed and not pace of winner final strides","11","Inside","Left Handed",,"10","8","Dragon Pulse (IRE)","Flat","7167","Gelding","Nora Batt (IRE)","Art Connoisseur (IRE)","93",
