racedate,racetime,track,race_name,race_restrictions_age,race_class,major,race_distance,prize_money,going_description,number_of_runners,place,distbt,horse_name,stall,trainer,horse_age,jockey_name,jockeys_claim,pounds,odds,fav,official_rating,comptime,comptime_numeric,TotalDstBt,MedianOR,Dist_Furlongs,placing_numerical,RCode,BFSP,BFSP_Place,PlcsPaid,BFPlcsPaid,Yards,RailMove,RaceType,Comment,CardNo,StallPositioning,TrackDirection,Headgear,dayssincelr,careerruns,stallion,surfacetype,horse_prizewin,HorseSex,dam,damstallion,MaxORinRace,
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","1st",,"Royal Athena","9","Ward, Tom","3","Crouch, Hector","0","131","16",,"56","2 mins 29.63s","149.63",,"56.5","12","1","All Weather","23","3","3","3","2640","0","Handicap","held up in rear, headway on inner 2f out, led over 1f out, ridden and ran on","7","Inside","Left Handed",,"24","7","Golden Horn","Polytrack","3245","Filly","Neartica (FR)","Sadlers Wells (USA)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","2nd","1.5","Blindedbythelights (GER)","1","Prescott, Sir Mark","3","Morris, Luke","0","143","0.29","(Fav)","68","2 mins 29.63s","149.63","1.5","56.5","12","2","All Weather","1.33306691","1.08","3","3","2640","0","Handicap","dwelt, soon led, joined 9f out, headed 7f out, tracked leaders, pushed along and switched right over 2f out, ridden to chase winner entering final furlong, kept on towards finish","1","Inside","Left Handed",,"4","4","Protectionist (GER)","Polytrack","1523","Gelding","Batya (IRE)","Whipper (USA)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","3rd","5","Dovena","3","Perrett, Mrs A J","3","Callan, N","0","132","11",,"57","2 mins 29.63s","149.63","6.5","56.5","12","3","All Weather","16.19312647","2.42","3","3","2640","0","Handicap","close up, wide and headway to lead 2f out, ridden and headed over 1f out, kept on same pace","5","Inside","Left Handed",,"26","9","Nathaniel (IRE)","Polytrack","761","Filly","Curtains","Dubawi (IRE)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","4th","5.5","Fullforward (IRE)","8","Madgwick, M","3","Loughnane, Mr Billy","3","131","10",,"59","2 mins 29.63s","149.63","12","56.5","12","4","All Weather","19.73289142","2.41868602","3","3","2640","0","Handicap","towards rear, pushed along and headway over 1f out, kept on same pace","4","Inside","Left Handed",,"17","12","Tamayuz","Polytrack","381","Gelding","Shakdara (USA)","Street Cry (IRE)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","5th","3","Little Tiger","10","Stone, W B","3","Doyle, Hollie","0","131","22",,"56","2 mins 29.63s","149.63","15","56.5","12","5","All Weather","36","4","3","3","2640","0","Handicap","slow into stride, headway to join leader 9f out, tracked leaders 7f out, pushed along 3f out, ridden and weakened entering final furlong","8","Inside","Left Handed",,"20","4","Night Of Thunder (IRE)","Polytrack","190","Gelding","Tigerfish (IRE)","Lilbourne Lad (IRE)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","6th","0.75","Caraxes","2","Charlton, Roger/Harry","3","Davies, Harry","3","134","9",,"62","2 mins 29.63s","149.63","15.75","56.5","12","6","All Weather","18.5","2.48","3","3","2640","0","Handicap","raced wide tracked leaders, wide and headway to lead 7f out, pushed along over 3f out, ridden and headed 2f out, weakened final furlong","2","Inside","Left Handed","Blnk","25","4","Al Kazeem","Polytrack","0","Gelding","Serenada (FR)","Anabaa (USA)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","7th","2","Star Sight","7","Menuisier, David","3","Probert, David","0","126","50",,"51","2 mins 29.63s","149.63","17.75","56.5","12","7","All Weather","100","8.5035306","3","3","2640","0","Handicap","in rear, pushed along over 2f out, never on terms","10","Inside","Left Handed","Hood","26","7","Expert Eye","Polytrack","0","Filly","Bizzarria","Lemon Drop Kid (USA)","68",
"2023-06-12","14:00:00","Lingfield","Royal Ascot On Sky Sports Racing Confined Handicap (AWT)","3yo","Class 6",,"1m4f ","3245","Standard","8","8th","SH","Limelight (GER)","6","Murphy, Mike / Keady, Michael","3","Muscutt, D","0","130","40",,"55","2 mins 29.63s","149.63","17.8","56.5","12","8","All Weather","73.38659399","6.2272881","3","3","2640","0","Handicap","in touch, pushed along 2f out, weakened over 1f out","9","Inside","Left Handed","Hood TT","23","7","Sea The Moon (GER)","Polytrack","0","Filly","Lutania (GER)","Archipenko (USA)","68",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","1st",,"Royal Dream","2","Dunlop, E A L","3","Muscutt, D","0","134","4",,"64","2 mins 5.19s","125.19",,"62","10","1","All Weather","5.20891947","2.11955846","3","3","2200","0","Handicap","tracked leaders, ridden to lead entering final furlong, headed narrowly inside final furlong, soon led again, ran on","3","Inside","Left Handed"," TT","13","5","Muhaarar","Polytrack","3245","Gelding","Royale Danehill (IRE)","Danehill (USA)","67",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","2nd","1","Obama Army","8","Channon, Jack","3","Bishop, Charles","0","132","5.5",,"62","2 mins 5.19s","125.19","1","62","10","2","All Weather","8.91078101","2.46923228","3","3","2200","0","Handicap","raced wide, tracked leaders, ridden to lead narrowly inside final furlong, soon hung right and headed, stayed on","7","Inside","Left Handed","CkPc","11","8","Washington Dc (IRE)","Polytrack","1523","Gelding","Intrusion","Indesatchel (IRE)","67",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","3rd","0.75","Third Batch","7","Woods, S P C","3","Probert, David","0","132","50",,"62","2 mins 5.19s","125.19","1.75","62","10","3","All Weather","95","13.5237504","3","3","2200","0","Handicap","towards rear, headway 2f out, soon switched right, ridden and ran on final furlong, nearest finish","8","Inside","Left Handed","Hood","9","8","Expert Eye","Polytrack","761","Filly","Amanda Carter","Tobougg (IRE)","67",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","4th","NSE","Kitaro Kich (IRE)","10","Baker, George","3","Callan, N","0","136","2","(Fav)","66","2 mins 5.19s","125.19","1.78","62","10","4","All Weather","3.42185804","1.67969989","3","3","2200","0","Handicap","went right start, in touch, headway 2f out, not clear run briefly over 1f out, ridden and ran on toward finish","2","Inside","Left Handed",,"37","6","Karakontie (JPN)","Polytrack","381","Gelding","The Tulip (IRE)","Lawman (FR)","67",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","5th","SH","Mysterious Maestro (IRE)","13","Crisford, Simon","3","Loughnane, Mr Billy","3","126","11",,"59","2 mins 5.19s","125.19","1.83","62","10","5","All Weather","14","3.97858601","3","3","2200","0","Handicap","went left start, in rear, pushed along and headway approaching final furlong, ridden and ran on, nearest finish","9","Inside","Left Handed","Blnk TT","24","5","Mastercraftsman (IRE)","Polytrack","190","Gelding","Elusive Girl (IRE)","Elusive City (USA)","67",
"2023-06-12","14:30:00","Lingfield","Royal Ascot Form Study On attheraces.com Handicap (AWT)","3yo","Class 6",,"1m2f ","3245","Standard","13","6th","3.25","Abravaggio (IRE)","3","Margarson, G G","3","Egan, John","0","127","16",,"57","2 mins 5.19s","125.19","5.08","62","10","6","All Weather","20","4.94490969","3","3","2200","0","Handicap","led, ridden and headed entering final furlong, soon weakened","12","Inside","Left Handed",,"11","4","Caravaggio (USA)","Polytrack","0","Gelding","Three Choirs (IRE)","Rock Of Gibraltar (IRE)","67",
